#,ama,title,journal,year,volume,issue,pages,doi,pmid,authors
1,"Clive A, Bhatnagar R, Preston NJ. Interventions for the management of malignant pleural effusions: a network meta-analysis. Cochrane Database Syst Rev. 2016;5:10529.",Interventions for the management of malignant pleural effusions: a network meta-analysis,Cochrane Database Syst Rev,2016,,5,10529,,,Clive A; Bhatnagar R; Preston NJ
91,"Chung C, Chen C, Sheu J. Proinflammatory cytokines, transforming growth factor-β1, and fibrinolytic enzymes in loculated and free-flowing pleural exudates. Chest. 2005;128.","Proinflammatory cytokines, transforming growth factor-β1, and fibrinolytic enzymes in loculated and free-flowing pleural exudates",Chest,2005,128,,,,,Chung C; Chen C; Sheu J
92,"Sioris T, Sihvo E, Salo J. Long-term indwelling pleural catheter (PleurX) for malignant pleural effusion unsuitable for talc pleurodesis. Eur J Surg Oncol. 2009;35.",Long-term indwelling pleural catheter (PleurX) for malignant pleural effusion unsuitable for talc pleurodesis,Eur J Surg Oncol,2009,35,,,,,Sioris T; Sihvo E; Salo J
93,"Bielsa S, Martin-Juan J, Porcel JM. Diagnostic and prognostic implications of pleural adhesions in malignant effusions. J Thorac Oncol. 2008;3.",Diagnostic and prognostic implications of pleural adhesions in malignant effusions,J Thorac Oncol,2008,3,,,,,Bielsa S; Martin-Juan J; Porcel JM
94,"Mason AC, Miller BH, Krasna MJ. Accuracy of CT for the detection of pleural adhesions: correlation with video-assisted thoracoscopic surgery. Chest. 1999;115.",Accuracy of CT for the detection of pleural adhesions: correlation with video-assisted thoracoscopic surgery,Chest,1999,115,,,,,Mason AC; Miller BH; Krasna MJ
95,"Cassanelli N, Caroli G, Dolci G. Accuracy of transthoracic ultrasound for the detection of pleural adhesions. Eur J Cardiothorac Surg. 2012;42.",Accuracy of transthoracic ultrasound for the detection of pleural adhesions,Eur J Cardiothorac Surg,2012,42,,,,,Cassanelli N; Caroli G; Dolci G
96,"Wei B, Wang T, Jiang F. Use of transthoracic ultrasound to predict pleural adhesions: a prospective blinded study. Thorac Cardiovasc Surg. 2012;60.",Use of transthoracic ultrasound to predict pleural adhesions: a prospective blinded study,Thorac Cardiovasc Surg,2012,60,,,,,Wei B; Wang T; Jiang F
97,"Medford AR, Agrawal S, Bennett JA. Thoracic ultrasound prior to medical thoracoscopy improves pleural access and predicts fibrous septation. Respirology. 2010;15.",Thoracic ultrasound prior to medical thoracoscopy improves pleural access and predicts fibrous septation,Respirology,2010,15,,,,,Medford AR; Agrawal S; Bennett JA
98,"Kohan JM, Poe RH, Israel RH. Value of chest ultrasonography versus decubitus roentgenography for thoracentesis. Am Rev Respir Dis. 1986;133.",Value of chest ultrasonography versus decubitus roentgenography for thoracentesis,Am Rev Respir Dis,1986,133,,,,,Kohan JM; Poe RH; Israel RH
99,"Havelock T, Teoh R, Laws D. Pleural procedures and thoracic ultrasound: British Thoracic Society pleural disease guideline 2010. Thorax. 2010;65.",Pleural procedures and thoracic ultrasound: British Thoracic Society pleural disease guideline 2010,Thorax,2010,65,,,,,Havelock T; Teoh R; Laws D
100,"Silverman SG, Mueller PR, Saini S. Thoracic empyema: management with image-guided catheter drainage. Radiology. 1988;169.",Thoracic empyema: management with image-guided catheter drainage,Radiology,1988,169,,,,,Silverman SG; Mueller PR; Saini S
101,"Davies HE, Davies RJ, Davies CW. Management of pleural infection in adults: British Thoracic Society Pleural Disease Guideline 2010. Thorax. 2010;65(2).",Management of pleural infection in adults: British Thoracic Society Pleural Disease Guideline 2010,Thorax,2010,65,2,,,,Davies HE; Davies RJ; Davies CW
102,"Vansonnenberg E, Nakamoto S, Mueller P. CT-and ultrasound-guided catheter drainage of empyemas after chest-tube failure. Radiology. 1984;151.",CT-and ultrasound-guided catheter drainage of empyemas after chest-tube failure,Radiology,1984,151,,,,,Vansonnenberg E; Nakamoto S; Mueller P
103,"Rahman NM, Maskell NA, West A. Intrapleural use of tissue plasminogen activator and DNase in pleural infection. N Engl J Med. 2011;365.",Intrapleural use of tissue plasminogen activator and DNase in pleural infection,N Engl J Med,2011,365,,,,,Rahman NM; Maskell NA; West A
104,"Balamugesh T, Christopher DJ, Rajesh T. Fibrinolysis of loculated pleural effusion in malignant mesothelioma. Singapore Med J. 2004;45.",Fibrinolysis of loculated pleural effusion in malignant mesothelioma,Singapore Med J,2004,45,,,,,Balamugesh T; Christopher DJ; Rajesh T
105,"Dixit R, Dixit K, Bansal R. Intrapleural streptokinase in multiloculated malignant pleural effusion. Indian J Chest Dis Allied Sci. 2004;46.",Intrapleural streptokinase in multiloculated malignant pleural effusion,Indian J Chest Dis Allied Sci,2004,46,,,,,Dixit R; Dixit K; Bansal R
106,"Maskell NA, Gleeson FV. Images in clinical medicine. Effect of intrapleural streptokinase on a loculated malignant pleural effusion. N Engl J Med. 2003;348:e4.",Images in clinical medicine. Effect of intrapleural streptokinase on a loculated malignant pleural effusion,N Engl J Med,2003,348,,e4,,,Maskell NA; Gleeson FV
107,"Jerjes-Sanchez C, Ramirez-Rivera A, Elizalde JJ. Intrapleural fibrinolysis with streptokinase as an adjunctive treatment in hemothorax and empyema: a multicenter trial. Chest. 1996;109.",Intrapleural fibrinolysis with streptokinase as an adjunctive treatment in hemothorax and empyema: a multicenter trial,Chest,1996,109,,,,,Jerjes-Sanchez C; Ramirez-Rivera A; Elizalde JJ
108,"Davies CW, Traill ZC, Gleeson FV. Intrapleural streptokinase in the management of malignant multiloculated pleural effusions. Chest. 1999;115.",Intrapleural streptokinase in the management of malignant multiloculated pleural effusions,Chest,1999,115,,,,,Davies CW; Traill ZC; Gleeson FV
109,"Ben-Or S, Feins RH, Veeramachaneni NK. Effectiveness and risks associated with intrapleural alteplase by means of tube thoracostomy. Ann Thorac Surg. 2011;91.",Effectiveness and risks associated with intrapleural alteplase by means of tube thoracostomy,Ann Thorac Surg,2011,91,,,,,Ben-Or S; Feins RH; Veeramachaneni NK
110,"Gilkeson RC, Silverman P, Haaga JR. Using urokinase to treat malignant pleural effusions. AJR Am J Roentgenol. 1999;173.",Using urokinase to treat malignant pleural effusions,AJR Am J Roentgenol,1999,173,,,,,Gilkeson RC; Silverman P; Haaga JR
111,"Abu-Daff S, Maziak DE, Alshehab D. Intrapleural fibrinolytic therapy (IPFT) in loculated pleural effusions-analysis of predictors for failure of therapy and bleeding: a cohort study. BMJ Open. 2013;3:e001887.",Intrapleural fibrinolytic therapy (IPFT) in loculated pleural effusions-analysis of predictors for failure of therapy and bleeding: a cohort study,BMJ Open,2013,3,,e001887,,,Abu-Daff S; Maziak DE; Alshehab D
112,"Okur E, Baysungur V, Tezel C. Streptokinase for malignant pleural effusions: a randomized controlled study. Asian Cardiovasc Thorac Ann. 2011;19.",Streptokinase for malignant pleural effusions: a randomized controlled study,Asian Cardiovasc Thorac Ann,2011,19,,,,,Okur E; Baysungur V; Tezel C
113,"Saydam O, Karapinar K, Gokce M. The palliative treatment with intrapleural streptokinase in patients with multiloculated malignant pleural effusion: a double-blind, placebo-controlled, randomized study. Med Oncol. 2015;32:179.","The palliative treatment with intrapleural streptokinase in patients with multiloculated malignant pleural effusion: a double-blind, placebo-controlled, randomized study",Med Oncol,2015,32,,179,,,Saydam O; Karapinar K; Gokce M
114,"Mishra D, Dao C, Wills M. Randomised controlled trial of urokinase versus placebo for non-draining malignant pleural effusion. Am J Respir Crit Care Med. 2017;197.",Randomised controlled trial of urokinase versus placebo for non-draining malignant pleural effusion,Am J Respir Crit Care Med,2017,197,,,,,Mishra D; Dao C; Wills M
115,"Thomas R, Piccolo F, Miller D. Intrapleural fibrinolysis for the treatment of indwelling pleural catheter-related symptomatic loculations: a multicenter observational study. Chest. 2015;148. doi:10.1183/13993003.00349-2018115.",Intrapleural fibrinolysis for the treatment of indwelling pleural catheter-related symptomatic loculations: a multicenter observational study,Chest,2015,148,,,10.1183/13993003.00349-2018115,,Thomas R; Piccolo F; Miller D
116,"Antony VB, Loddenkemper R, Astoul P. Management of malignant pleural effusions. Am J Respir Crit Care Med. 2000;162:116.",Management of malignant pleural effusions,Am J Respir Crit Care Med,2000,162,,116,,,Antony VB; Loddenkemper R; Astoul P
117,"Heffner JE, Nietert PJ, Barbieri C. Pleural fluid pH as a predictor of survival for patients with malignant pleural effusions. Chest. 2000;117:117.",Pleural fluid pH as a predictor of survival for patients with malignant pleural effusions,Chest,2000,117,,117,,,Heffner JE; Nietert PJ; Barbieri C
118,"Abakay A, Komek H, Abakay O. Relationship between 18 FDG PET-CT findings and the survival of 177 patients with malignant pleural mesothelioma. Eur Rev Med Pharmacol Sci. 2013;17:118.",Relationship between 18 FDG PET-CT findings and the survival of 177 patients with malignant pleural mesothelioma,Eur Rev Med Pharmacol Sci,2013,17,,118,,,Abakay A; Komek H; Abakay O
119,"Zamboni MM, Da Silva CT, Baretta R. Important prognostic factors for survival in patients with malignant pleural effusion. BMC Pulm Med. 2015;15:119.",Important prognostic factors for survival in patients with malignant pleural effusion,BMC Pulm Med,2015,15,,119,,,Zamboni MM; Da Silva CT; Baretta R
120,"Bielsa S, Salud A, Martínez M. Prognostic significance of pleural fluid data in patients with malignant effusion. Eur J Intern Med. 2008;19:120.",Prognostic significance of pleural fluid data in patients with malignant effusion,Eur J Intern Med,2008,19,,120,,,Bielsa S; Salud A; Martínez M
121,"Fentiman IS, Millis R, Sexton S. Pleural effusion in breast cancer: a review of 105 cases. Cancer. 1981;47:121.",Pleural effusion in breast cancer: a review of 105 cases,Cancer,1981,47,,121,,,Fentiman IS; Millis R; Sexton S
122,"Anevlavis S, Kouliatsis G, Sotiriou I. Prognostic factors in patients presenting with pleural effusion revealing malignancy. Respiration. 2014;87:122.",Prognostic factors in patients presenting with pleural effusion revealing malignancy,Respiration,2014,87,,122,,,Anevlavis S; Kouliatsis G; Sotiriou I
123,"Edge S, Byrd D, Compton C. American Joint Committee on Cancer. American Joint Committee on Cancer. 2009;None:123.",American Joint Committee on Cancer,American Joint Committee on Cancer,2009,,,123,,,Edge S; Byrd D; Compton C
124,"Rusch VW, Chansky K, Kindler HL. The IASLC Mesothelioma Staging Project: proposals for the M descriptors and for revision of the TNM stage groupings in the forthcoming (eighth) edition of the TNM classification for mesothelioma. J Thorac Oncol. 2016;11:124.",The IASLC Mesothelioma Staging Project: proposals for the M descriptors and for revision of the TNM stage groupings in the forthcoming (eighth) edition of the TNM classification for mesothelioma,J Thorac Oncol,2016,11,,124,,,Rusch VW; Chansky K; Kindler HL
125,"Buccheri G, Ferrigno D, Tamburini M. Karnofsky and ECOG performance status scoring in lung cancer: a prospective, longitudinal study of 536 patients from a single institution. Eur J Cancer. 1996;32:125.","Karnofsky and ECOG performance status scoring in lung cancer: a prospective, longitudinal study of 536 patients from a single institution",Eur J Cancer,1996,32,,125,,,Buccheri G; Ferrigno D; Tamburini M
126,"Hwang SS, Scott CB, Chang VT. Prediction of survival for advanced cancer patients by recursive partitioning analysis: role of Karnofsky performance status, quality of life, and symptom distress. Cancer Invest. 2004;22:126.","Prediction of survival for advanced cancer patients by recursive partitioning analysis: role of Karnofsky performance status, quality of life, and symptom distress",Cancer Invest,2004,22,,126,,,Hwang SS; Scott CB; Chang VT
127,"Burrows CM, Mathews WC, Colt HG. Predicting survival in patients with recurrent symptomatic malignant pleural effusions: an assessment of the prognostic values of physiologic, morphologic, and quality of life measures of extent of disease. Chest. 2000;117:127.","Predicting survival in patients with recurrent symptomatic malignant pleural effusions: an assessment of the prognostic values of physiologic, morphologic, and quality of life measures of extent of disease",Chest,2000,117,,127,,,Burrows CM; Mathews WC; Colt HG
128,"Oken MM, Creech RH, Tormey DC. Toxicity and response criteria of the Eastern Cooperative Oncology Group. Am J Clin Oncol. 1982;5:128.",Toxicity and response criteria of the Eastern Cooperative Oncology Group,Am J Clin Oncol,1982,5,,128,,,Oken MM; Creech RH; Tormey DC
129,"Karnofsky DA, Burchenal JH. The clinical evaluation of chemotherapeutic agents in cancer. Evaluation of Chemotherapeutic Agents. 1949;None:129.",The clinical evaluation of chemotherapeutic agents in cancer,Evaluation of Chemotherapeutic Agents,1949,,,129,,,Karnofsky DA; Burchenal JH
130,"Martinez-Moragon E, Aparicio J, Sanchis J. Malignant pleural effusion: prognostic factors for survival and response to chemical pleurodesis in a series of 120 cases. Respiration. 1998;65:130.",Malignant pleural effusion: prognostic factors for survival and response to chemical pleurodesis in a series of 120 cases,Respiration,1998,65,,130,,,Martinez-Moragon E; Aparicio J; Sanchis J
131,"Jiménez D, Díaz G, Gil D. Etiology and prognostic significance of massive pleural effusions. Respir Med. 2005;99:131.",Etiology and prognostic significance of massive pleural effusions,Respir Med,2005,99,,131,,,Jiménez D; Díaz G; Gil D
132,"Sahn SA, Good JT. Pleural fluid pH in malignant effusions. Diagnostic, prognostic, and therapeutic implications. Ann Intern Med. 1988;108:132.","Pleural fluid pH in malignant effusions. Diagnostic, prognostic, and therapeutic implications",Ann Intern Med,1988,108,,132,,,Sahn SA; Good JT
133,"Sakr L, Maldonado F, Greillier L. Thoracoscopic assessment of pleural tumor burden in patients with malignant pleural effusion: prognostic and therapeutic implications. J Thorac Oncol. 2011;6:133.",Thoracoscopic assessment of pleural tumor burden in patients with malignant pleural effusion: prognostic and therapeutic implications,J Thorac Oncol,2011,6,,133,,,Sakr L; Maldonado F; Greillier L
134,"Wu S, Yu C, Tsai M. Survival of lung adenocarcinoma patients with malignant pleural effusion. Eur Respir J. 2013;41:134.",Survival of lung adenocarcinoma patients with malignant pleural effusion,Eur Respir J,2013,41,,134,,,Wu S; Yu C; Tsai M
135,"Soh J, Toyooka S, Aoe K. Usefulness of EGFR mutation screening in pleural fluid to predict the clinical outcome of gefitinib treated patients with lung cancer. Int J Cancer. 2006;119:135.",Usefulness of EGFR mutation screening in pleural fluid to predict the clinical outcome of gefitinib treated patients with lung cancer,Int J Cancer,2006,119,,135,,,Soh J; Toyooka S; Aoe K
136,"Zalcman G, Mazieres J, Margery J. Bevacizumab for newly diagnosed pleural mesothelioma in the Mesothelioma Avastin Cisplatin Pemetrexed Study (MAPS): a randomised, controlled, open-label, phase 3 trial. Lancet. 2015;387:136.","Bevacizumab for newly diagnosed pleural mesothelioma in the Mesothelioma Avastin Cisplatin Pemetrexed Study (MAPS): a randomised, controlled, open-label, phase 3 trial",Lancet,2015,387,,136,,,Zalcman G; Mazieres J; Margery J
137,"Gkiozos I, Tsagouli S, Charpidou A. Levels of vascular endothelial growth factor in serum and pleural fluid are independent predictors of survival in advanced non-small cell lung cancer: results of a prospective study. Anticancer Res. 2015;35:137.",Levels of vascular endothelial growth factor in serum and pleural fluid are independent predictors of survival in advanced non-small cell lung cancer: results of a prospective study,Anticancer Res,2015,35,,137,,,Gkiozos I; Tsagouli S; Charpidou A
138,"Hsu IL, Su WC, Yan JJ. Angiogenetic biomarkers in non-small cell lung cancer with malignant pleural effusion: correlations with patient survival and pleural effusion control. Lung Cancer. 2009;65:138.",Angiogenetic biomarkers in non-small cell lung cancer with malignant pleural effusion: correlations with patient survival and pleural effusion control,Lung Cancer,2009,65,,138,,,Hsu IL; Su WC; Yan JJ
139,"Edwards JG, Abrams KR, Leverment JN. Prognostic factors for malignant mesothelioma in 142 patients: validation of CALGB and EORTC prognostic scoring systems. Thorax. 2000;55:139.",Prognostic factors for malignant mesothelioma in 142 patients: validation of CALGB and EORTC prognostic scoring systems,Thorax,2000,55,,139,,,Edwards JG; Abrams KR; Leverment JN
140,"Edwards JG, Swinson DE, Jones JL. Tumor necrosis correlates with angiogenesis and is a predictor of poor prognosis in malignant mesothelioma. Chest. 2003;124:140.",Tumor necrosis correlates with angiogenesis and is a predictor of poor prognosis in malignant mesothelioma,Chest,2003,124,,140,,,Edwards JG; Swinson DE; Jones JL
141,"Rutter M, Saunders B, Wilkinson K. Severity of inflammation is a risk factor for colorectal neoplasia in ulcerative colitis. Gastroenterology. 2004;126:141.",Severity of inflammation is a risk factor for colorectal neoplasia in ulcerative colitis,Gastroenterology,2004,126,,141,,,Rutter M; Saunders B; Wilkinson K
142,"Grivennikov SI, Greten FR, KM. Immunity, inflammation, and cancer. Cell. 2010;140:142.","Immunity, inflammation, and cancer",Cell,2010,140,,142,,,Grivennikov SI; Greten FR; KM
143,"Fearon K, Strasser F, Anker SD. Definition and classification of cancer cachexia: an international consensus. Lancet Oncol. 2011;12:143.",Definition and classification of cancer cachexia: an international consensus,Lancet Oncol,2011,12,,143,,,Fearon K; Strasser F; Anker SD
144,"Linton A, Van Zandwijk N, Reid G. Inflammation in malignant mesothelioma -friend or foe?. Ann Cardiothorac Surg. 2012;1:144.",Inflammation in malignant mesothelioma -friend or foe?,Ann Cardiothorac Surg,2012,1,,144,,,Linton A; Van Zandwijk N; Reid G
145,Mcmillan DC. The systemic inflammation-based Glasgow Prognostic Score: a decade of experience in patients with cancer. Cancer Treat Rev. 2013;39:145.,The systemic inflammation-based Glasgow Prognostic Score: a decade of experience in patients with cancer,Cancer Treat Rev,2013,39,,145,,,Mcmillan DC
146,"Pinato DJ, Mauri FA, Ramakrishnan R. Inflammation-based prognostic indices in malignant pleural mesothelioma. J Thorac Oncol. 2012;7:146.",Inflammation-based prognostic indices in malignant pleural mesothelioma,J Thorac Oncol,2012,7,,146,,,Pinato DJ; Mauri FA; Ramakrishnan R
147,"Forrest L, Mcmillan D, Mcardle C. Evaluation of cumulative prognostic scores based on the systemic inflammatory response in patients with inoperable non-small-cell lung cancer. Br J Cancer. 2003;89:147.",Evaluation of cumulative prognostic scores based on the systemic inflammatory response in patients with inoperable non-small-cell lung cancer,Br J Cancer,2003,89,,147,,,Forrest L; Mcmillan D; Mcardle C
148,"Sculier J, Chansky K, Crowley JJ. The impact of additional prognostic factors on survival and their relationship with the anatomical extent of disease expressed by the 6th Edition of the TNM Classification of Malignant Tumors and the proposals for the 7th Edition. J Thorac Oncol. 2008;3:148.",The impact of additional prognostic factors on survival and their relationship with the anatomical extent of disease expressed by the 6th Edition of the TNM Classification of Malignant Tumors and the proposals for the 7th Edition,J Thorac Oncol,2008,3,,148,,,Sculier J; Chansky K; Crowley JJ
149,"Paesmans M, Sculier J, Libert P. Prognostic factors for survival in advanced non-small-cell lung cancer: univariate and multivariate analyses including recursive partitioning and amalgamation algorithms in 1,052 patients. The European Lung Cancer Working Party. J Clin Oncol. 1995;13:149.","Prognostic factors for survival in advanced non-small-cell lung cancer: univariate and multivariate analyses including recursive partitioning and amalgamation algorithms in 1,052 patients. The European Lung Cancer Working Party",J Clin Oncol,1995,13,,149,,,Paesmans M; Sculier J; Libert P
150,"Schmidt H, Bastholt L, Geertsen P. Elevated neutrophil and monocyte counts in peripheral blood are associated with poor survival in patients with metastatic melanoma: a prognostic model. Br J Cancer. 2005;93:150.",Elevated neutrophil and monocyte counts in peripheral blood are associated with poor survival in patients with metastatic melanoma: a prognostic model,Br J Cancer,2005,93,,150,,,Schmidt H; Bastholt L; Geertsen P
151,"Atzpodien J, Royston P, Wandert T. Metastatic renal carcinoma comprehensive prognostic system. Br J Cancer. 2003;88:151.",Metastatic renal carcinoma comprehensive prognostic system,Br J Cancer,2003,88,,151,,,Atzpodien J; Royston P; Wandert T
152,"Lissoni P, Brivio F, Fumagalli L. Efficacy of cancer chemotherapy in relation to the pretreatment number of lymphocytes in patients with metastatic solid tumors. Int J Biol Markers. 2003;19:152.",Efficacy of cancer chemotherapy in relation to the pretreatment number of lymphocytes in patients with metastatic solid tumors,Int J Biol Markers,2003,19,,152,,,Lissoni P; Brivio F; Fumagalli L
153,"Anraku M, Cunningham KS, Yun Z. Impact of tumor-infiltrating T cells on survival in patients with malignant pleural mesothelioma. J Thorac Cardiovasc Surg. 2008;135:153.",Impact of tumor-infiltrating T cells on survival in patients with malignant pleural mesothelioma,J Thorac Cardiovasc Surg,2008,135,,153,,,Anraku M; Cunningham KS; Yun Z
154,"Yamada N, Oizumi S, Kikuchi E. CD8+ tumor-infiltrating lymphocytes predict favorable prognosis in malignant pleural mesothelioma after resection. Cancer Immunol Immunother. 2010;59:154.",CD8+ tumor-infiltrating lymphocytes predict favorable prognosis in malignant pleural mesothelioma after resection,Cancer Immunol Immunother,2010,59,,154,,,Yamada N; Oizumi S; Kikuchi E
155,"Templeton AJ, Mcnamara MG, Šeruga B. Prognostic role of neutrophil-to-lymphocyte ratio in solid tumors: a systematic review and meta-analysis. J Natl Canc Inst. 2014;106:155.",Prognostic role of neutrophil-to-lymphocyte ratio in solid tumors: a systematic review and meta-analysis,J Natl Canc Inst,2014,106,,155,,,Templeton AJ; Mcnamara MG; Šeruga B
156,"Kao S, Pavlakis N, Harvie R. High blood neutrophil-to-lymphocyte ratio is an indicator of poor prognosis in malignant mesothelioma patients undergoing systemic therapy. Clin Cancer Res. 2010;16:156.",High blood neutrophil-to-lymphocyte ratio is an indicator of poor prognosis in malignant mesothelioma patients undergoing systemic therapy,Clin Cancer Res,2010,16,,156,,,Kao S; Pavlakis N; Harvie R
157,"Clive AO, Kahan BC, Hooper CE. Predicting survival in malignant pleural effusion: development and validation of the LENT prognostic score. Thorax. 2014;69:157.",Predicting survival in malignant pleural effusion: development and validation of the LENT prognostic score,Thorax,2014,69,,157,,,Clive AO; Kahan BC; Hooper CE
158,"Linton A, Pavlakis N, Connell O, R. Factors associated with survival in a large series of patients with malignant pleural mesothelioma in New South Wales. Br J Cancer. 2014;111:158.",Factors associated with survival in a large series of patients with malignant pleural mesothelioma in New South Wales,Br J Cancer,2014,111,,158,,,Linton A; Pavlakis N; Connell O; R
159,"Suzuki K, Kadota K, Sima CS. Chronic inflammation in tumor stroma is an independent predictor of prolonged survival in epithelioid malignant pleural mesothelioma patients. Cancer Immunol Immunother. 2011;60:159.",Chronic inflammation in tumor stroma is an independent predictor of prolonged survival in epithelioid malignant pleural mesothelioma patients,Cancer Immunol Immunother,2011,60,,159,,,Suzuki K; Kadota K; Sima CS
160,"Hooper CE, Lyburn ID, Searle J. The South West Area Mesothelioma and Pemetrexed trial: a multicentre prospective observational study evaluating novel markers of chemotherapy response and prognostication. Br J Cancer. 2015;112:160.",The South West Area Mesothelioma and Pemetrexed trial: a multicentre prospective observational study evaluating novel markers of chemotherapy response and prognostication,Br J Cancer,2015,112,,160,,,Hooper CE; Lyburn ID; Searle J
161,"Lee YS, Nam HS, Lim JH. Prognostic impact of a new score using neutrophil-to-lymphocyte ratios in the serum and malignant pleural effusion in lung cancer patients. BMC Cancer. 2017;17:161.",Prognostic impact of a new score using neutrophil-to-lymphocyte ratios in the serum and malignant pleural effusion in lung cancer patients,BMC Cancer,2017,17,,161,,,Lee YS; Nam HS; Lim JH
162,"Yao ZH, Tian GY, Yang SX. Serum albumin as a significant prognostic factor in patients with malignant pleural mesothelioma. Tumour Biol. 2014;35:162.",Serum albumin as a significant prognostic factor in patients with malignant pleural mesothelioma,Tumour Biol,2014,35,,162,,,Yao ZH; Tian GY; Yang SX
163,"Yamagishi T, Fujimoto N, Nishi H. Prognostic significance of the lymphocyte-to-monocyte ratio in patients with malignant pleural mesothelioma. Lung Cancer. 2015;90:163.",Prognostic significance of the lymphocyte-to-monocyte ratio in patients with malignant pleural mesothelioma,Lung Cancer,2015,90,,163,,,Yamagishi T; Fujimoto N; Nishi H
164,"Yao ZH, Tian GY, Wan YY. Prognostic nutritional index predicts outcomes of malignant pleural mesothelioma. J Cancer Res Clin Oncol. 2013;139:164.",Prognostic nutritional index predicts outcomes of malignant pleural mesothelioma,J Cancer Res Clin Oncol,2013,139,,164,,,Yao ZH; Tian GY; Wan YY
165,"Borasio P, Berruti A, Bille A. Malignant pleural mesothelioma: clinicopathologic and survival characteristics in a consecutive series of 394 patients. Eur J Cardiothorac Surg. 2008;33:165.",Malignant pleural mesothelioma: clinicopathologic and survival characteristics in a consecutive series of 394 patients,Eur J Cardiothorac Surg,2008,33,,165,,,Borasio P; Berruti A; Bille A
166,"Christensen BC, Godleski JJ, Roelofs CR. Asbestos burden predicts survival in pleural mesothelioma. Environ Health Perspect. 2008;116:166.",Asbestos burden predicts survival in pleural mesothelioma,Environ Health Perspect,2008,116,,166,,,Christensen BC; Godleski JJ; Roelofs CR
167,"Wolf AS, Richards WG, Tilleman TR. Characteristics of malignant pleural mesothelioma in women. Ann Thorac Surg. 2010;90:167.",Characteristics of malignant pleural mesothelioma in women,Ann Thorac Surg,2010,90,,167,,,Wolf AS; Richards WG; Tilleman TR
168,"Vigneswaran WT, Kircheva DY, Ananthanarayanan V. Amount of epithelioid differentiation is a predictor of survival in malignant pleural mesothelioma. Ann Thorac Surg. 2017;103:168.",Amount of epithelioid differentiation is a predictor of survival in malignant pleural mesothelioma,Ann Thorac Surg,2017,103,,168,,,Vigneswaran WT; Kircheva DY; Ananthanarayanan V
169,"Baud M, Strano S, Dechartres A. Outcome and prognostic factors of pleural mesothelioma after surgical diagnosis and/or pleurodesis. J Thorac Cardiovasc Surg. 2013;145:169.",Outcome and prognostic factors of pleural mesothelioma after surgical diagnosis and/or pleurodesis,J Thorac Cardiovasc Surg,2013,145,,169,,,Baud M; Strano S; Dechartres A
170,"Curran D, Sahmoud T, Therasse P. Prognostic factors in patients with pleural mesothelioma: the European Organization for Research and Treatment of Cancer experience. J Clin Oncol. 1998;16:170.",Prognostic factors in patients with pleural mesothelioma: the European Organization for Research and Treatment of Cancer experience,J Clin Oncol,1998,16,,170,,,Curran D; Sahmoud T; Therasse P
171,"Francart J, Vaes E, Henrard S. A prognostic index for progression-free survival in malignant mesothelioma with application to the design of phase II trials: a combined analysis of 10 EORTC trials. Eur J Cancer. 2009;45:171.",A prognostic index for progression-free survival in malignant mesothelioma with application to the design of phase II trials: a combined analysis of 10 EORTC trials,Eur J Cancer,2009,45,,171,,,Francart J; Vaes E; Henrard S
172,"Kataoka Y, Yamamoto Y, Otsuki T. External validation of prognostic indices for overall survival of malignant pleural mesothelioma. Lung Cancer. None;113:172.",External validation of prognostic indices for overall survival of malignant pleural mesothelioma,Lung Cancer,,113,,172,,,Kataoka Y; Yamamoto Y; Otsuki T
173,"Bille A, Krug LM, Woo KM. Contemporary analysis of prognostic factors in patients with unresectable malignant pleural mesothelioma. J Thorac Oncol. 2016;11:173.",Contemporary analysis of prognostic factors in patients with unresectable malignant pleural mesothelioma,J Thorac Oncol,2016,11,,173,,,Bille A; Krug LM; Woo KM
174,"Flores RM, Zakowski M, Venkatraman E. Prognostic factors in the treatment of malignant pleural mesothelioma at a large tertiary referral center. J Thorac Oncol. 2007;2:174.",Prognostic factors in the treatment of malignant pleural mesothelioma at a large tertiary referral center,J Thorac Oncol,2007,2,,174,,,Flores RM; Zakowski M; Venkatraman E
175,"Jennings CJ, Walsh PM, Deady S. Malignant pleural mesothelioma incidence and survival in the Republic of Ireland 1994-2009. Cancer Epidemiol. 2014;38:175.",Malignant pleural mesothelioma incidence and survival in the Republic of Ireland 1994-2009,Cancer Epidemiol,2014,38,,175,,,Jennings CJ; Walsh PM; Deady S
176,"Montanaro F, Rosato R, Gangemi M. Survival of pleural malignant mesothelioma in Italy: a population-based study. Int J Cancer. 2009;124:176.",Survival of pleural malignant mesothelioma in Italy: a population-based study,Int J Cancer,2009,124,,176,,,Montanaro F; Rosato R; Gangemi M
177,"Taioli E, Wolf AS, Camacho-Rivera M. Determinants of survival in malignant pleural mesothelioma: a surveillance, epidemiology, and end results (SEER) study of 14,228 patients. PLoS One. 2015;10.","Determinants of survival in malignant pleural mesothelioma: a surveillance, epidemiology, and end results (SEER) study of 14,228 patients",PLoS One,2015,10,,,,,Taioli E; Wolf AS; Camacho-Rivera M
178,"Rena O, Boldorini R, Papalia E. Persistent lung expansion after pleural talc poudrage in non-surgically resected malignant pleural mesothelioma. Ann Thorac Surg. 2015;99:178.",Persistent lung expansion after pleural talc poudrage in non-surgically resected malignant pleural mesothelioma,Ann Thorac Surg,2015,99,,178,,,Rena O; Boldorini R; Papalia E
