file,issues,error
out/batch_processed/Management of life-threatening hemoptysis in the ICU.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING,AUTHORS_EMPTY",
out/batch_processed/Management of significant airway bleeding during robotic assisted bronchoscopy a tailored approach.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Managing Massive Hemoptysis.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Mechanical properties of different airway sten.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Mesothelioma proposal for revision of T.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Metallic Endobronchial Stents A Contemporary R.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Moderate sedation changes for bronchoscopy in 2017.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Multi-disciplinary management of patients with.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Multidetector CT evaluation of tracheobronchom.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Multidisciplinarymanagementofadultpatientswith chylothorax.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Multi‐institutional retrospective analysis of.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Murgu Saftey of TIVA in rigid.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/NAVIGATE 24-Month Results.json,"META_DOI_MISSING,META_JOURNAL_MISSING,AUTHORS_EMPTY",
out/batch_processed/NEJM tracheostomy.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Nd-YAG laser vs bronchoscopic electrocautery.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/NdYAG laser bronchoscopy A five year experienc.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING,AUTHORS_EMPTY",
out/batch_processed/Novel bronchoscopic management of airway bleeding with absorbable gelatin and thrombin slurry.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Occupational adverse effects and protective factors in bronchoscopy .json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING,AUTHORS_EMPTY",
out/batch_processed/Operating Room Fires.json,"META_TITLE_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Optimal Endobronchial Ultrasound Strain Elastography Assessment.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Ost-2014-Quality-adjusted survival following t.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Ost-2018-Quality Gaps and Comparative Effectiv.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Palliative Care and Interventional Pulmonology.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Percutaneous Dilational Tracheostomy 2018.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Percutaneous dilational tracheostomy.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Percutaneous endoscopic gastrostomy. Indicatio.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING,AUTHORS_EMPTY",
out/batch_processed/Percutaneous radiologic gastrostomy versus per.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
"out/batch_processed/Performance, long-term management, and coding for percutaneous dilational tracheostomy.json","META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Physiologic Evaluation of the Patient With Lung Cancer.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Pison-2021-Safety of denervation following tar.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Pleural Cryobiopsy A Systematic Review and Met.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Pleural Interventions in the Management of Hep.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Pleural controversy  Closed needle pleural bio.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Potentially fatal arrhythmia complicating endobronchial epinephrine.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Preoperative endobronchial photodynamic therap.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Proposals for revision of the M discriptor.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Proposals for revisoin of residual tumor after resection.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Prospective study to determine the volume of p.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/RCT  of Three Guided Bronchoscopic Approaches Pulmonary NodulesPRECISION-1 Study.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/RCT of EBUS with and without aspiration.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/ROSE during EBUS  for diagnosing lung cancer a randomized study.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/ROSE during EBUS for nodal staging in patients with lung cancer.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
"out/batch_processed/Radiation Principles, Protection, and Reporting.json","META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Rahman-2015-Effect of Opioids vs NSAIDs and La.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Rahnemai-Azar-2014-Percutaneous endoscopic gas.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Randomized Trial of Pleural Fluid Drainage Fre.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Rashid-2017-Percutaneous tracheostomy_ a compr.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Reevaluating the Role of Bronchoscopy Prior to Bronchial Artery Embolization.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Reichle-2000-[Argon plasma coagulation in bron.json,"META_TITLE_MISSING,META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING,AUTHORS_EMPTY",
out/batch_processed/Relapsing polychondriti.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Respiratory infections increase the r.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Results of long-term follow-up of photodynamic.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Richter-Schrag-2011-Risk factors and complicat.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Rigid Bronchoscopy.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Rigid bronchoscopy and silicone st.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/RigidMiniThoracoscopyVersusSemirigid_Thoracoscopy.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Risks of and recommendations for flexible bronchoscopy in pregnancy.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Roberts-2010-Management of a malignant pleural.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Robot assisted bronchoscopy for pulmonary lesion diagnosis.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Robotic bronchoscopy for pulmonary lesions a review of existing technologies and clinical data.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Robotic bronchoscopy pilot and feasibility study (Benefit).json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Role of Montgomery T-tube stent for laryngotra.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Role of Pathologic Single Nodal and Multple Nodal Desscriptions.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Romagnoli-2019-Poor Concordance between Sequen2.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Routine monitoring with pleural manometry duri.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Ruigrok-2020-Digital versus analogue chest dra.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/SSRAB in the Diagnosis of PPLs.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/SSRAB vs DT ENB.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/STS Surgical Management of Oligometastatic NSCLC.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Safety and Efficacy of a Fully Cov.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Safety and effectiveness of microdebrider bron.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Safety and efficacy of a novel transbronchial radiofrequency ablation system for lung tumours .json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Safety and feasibility of interventional pulmo.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Safety of endoscopic gastrostomy tube placemen.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Safety of flexible bronchoscopy in patients with  pulmonary hypertension.json,"META_DOI_MISSING,META_JOURNAL_MISSING,AUTHORS_EMPTY",
out/batch_processed/Saftey of rigid in bronch suite.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Sanabria-2014-Which percutaneous tracheostomy.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Sedation in Bronchoscopy.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Selected Topics in Malignant Pleural Disease.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Senitko-2019-Safety and Tolerability of Vacuum.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Sensitivity and safety of ENB systematic review and meta-analysis.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Shape-Sensing Robotic vs Tomo ENB.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Shape-sensing robotic-assisted bronchoscopy in the diagnosis of pulmonary parenchymal lesions.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Shi-2014-Outcome and safety of the Montgomery.json,"META_DOI_MISSING,META_JOURNAL_MISSING,AUTHORS_EMPTY",
out/batch_processed/Shojaee-2019-Indwelling Tunneled Pleural Cathe.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Silvestri-2018-Assessment of Plasma Proteomics.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Slebos-2018-Endobronchial Coils for Endoscopic.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Spread Through Air Spaces.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Standardizing education in interventional pulmonol.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/State of the Art IP.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/State-of-the-Art Modalities for Peripheral Lung Nodule Biopsy.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Steinfort-2021-Bronchoscopic Thermal Vapour Ab.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Study Design and Rationale ENB and ETN  ALL IN ONE Trial.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Sullivan-2021-Earlier diagnosis of lung cancer (1).json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Survival in COPD patients treated with broncho.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Target trial.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Technical Aspects of EBUS  CHEST Guideline and Expert Panel Report.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Technical aspects and outcomes of tracheobronc.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Tedde-2011-A new technique for T-tube insertio.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/The Art of Rigid Bronchoscopy and Airway Stent.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/The Business of Bronchoscopy.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/The Business of IP.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/The Clinical and Economic Implications of pleural effusions.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/The Diagnosis and Management of Airway Complic.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/The Evolutional History of ENB State of the Art.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/The Impact of Gravity vs Suction-driven Therap.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/The Only Constant Is Change.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/The Proposed Ninth Edition TNM Classification of Lung Cancer.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/The Role of Clamping Before Removal of a Chest Tube .json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/The Utility of the EBUS Characteristics in Differentiating Between Malignant and Tuberculous .json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/The Value of a High-Volume Bronchoscopic Lung Volume Reduction Program.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/The application of cryosurgery in the treatmen.json,"META_DOI_MISSING,META_JOURNAL_MISSING,AUTHORS_EMPTY",
out/batch_processed/The business of interventional pulmonology.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/The death of a healthy volunteer in a human research project  implications for.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/The efficiency of a clinical pathway forundiagnosed pleural effusions .json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/The evolving role of medical thoracoscopy on therapeutic management of pleural disease.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/The heat is on impact of endobronchial electro.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/The relationship between chest tube size and c.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/The role of  elastography in the dx of med and hilar lymph.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/The role of bronchoscopy in the diagnosis of airway disease.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/The use of electrocautery as the primary ablat.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/The utility of bronchoscopy in immunocompromised patients.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Therapeutic bronchoscopy for malignan.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Thomas-2017-Effect of an Indwelling Pleural Ca.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Towards an optimization of bronchoscopic approaches to the PPN.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Tracheal stent buckling and in-stent stenosis.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Tracheobronchomalacia and excessive dynamic ai.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Tracheomalacia and tracheobronchomalacia in ch.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Training in interventional pulmonology the European and US perspective.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Tranexamic acid vs adrenaline for controlling iatrogenic bleeding during flexible bronchoscopy.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Transbronchial Cryobiopsy for the Diagnosis of.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Transbronchial Lung Cryobiopsy and Video-assis.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Transbronchial cryobiopsy n ILD.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Treatment of Pulmonary Carcinoid Tumors.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Ultrasound-Guided Percutaneous Dilational Trac.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Understanding the economic impact of introducing a new procedure.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Unimodality and Multimodality Cryodebridement.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Unlocking the potential of RAB.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Update on tracheobronchial anatomy and flexible fiberoptic bronchoscopy in thoracic anesthesia.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Use of fibrinolytics and deoxyribonuclease in.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Utility of EBUS-TBNA in Evaluating Mediastinal and Hilar Lymphadenopathy in Patients With Silica Exposure_A Retrospective Single-center Study.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Utility of Elastography A Systematic Review and Meta-analysis.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/VERITAS.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING,AUTHORS_ACK_LIKE",
out/batch_processed/VR bronch.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Validation Study for the N Descriptor.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Valipour-2014-Expert statement_ pneumothorax a.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING,AUTHORS_EMPTY",
out/batch_processed/Valipour-2020-Bronchial Rheoplasty for Treatme.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Valipour-2020-Two-Year Outcomes for the Double.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Value of Antibiotic Prophylaxis for Percutaneo.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Value-Based Proposition for a Dedicated IP suite.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Variable Learning Curve of Basic.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Walker-2021-Ambulatory management of secondary.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/What is the value of electromagnetic navigation in lung cancer and to what extent does it require improvement .json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Xie-2022-Microwave ablation via a flexible cat.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Yuan-2016-Percutaneous endoscopic gastrostomy.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Zhao-2015-Whole Lung Lavage Treatment of Chine.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/aabip_evidence_informed_guidelines_and_expert.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/advances in medical pleurodesis.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/cancers-15-01068.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/chest tube pandora box.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/chest tube practical.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/complications_of_bronchoscopy__a_concise_synopsis.json,"META_DOI_MISSING,META_JOURNAL_MISSING,AUTHORS_EMPTY",
out/batch_processed/cone_beam_ct_with_augmented_fluoroscopy_combined.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/editorial Nth edition.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/endoscopic_treatment_of_bronchial_carcinoids_i.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/fistula Abu-Hijleh-2019-Intrabronchial Valves for Air.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/fistula Airway Covered Metallic Stent Based on Differe.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/fistula Airway ultraflex stenting in esophageal cancer.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/fistula Bronstein-2019-Management of air leaks post-su.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/fistula Debourdeau-2019-Endoscopic treatment of nonmal.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING,AUTHORS_EMPTY",
out/batch_processed/fistula Fernandez-2016-Pleural gas analysis for the id.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/fistula Fiorelli-2018-Unidirectional endobronchial val.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/fistula Grewal-2019-Treatment of Tracheobronchial Inju.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/fistula Han-2018-Customized airway stenting for bronch.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/fistula Herth-2010-Combined airway and oesophageal ste.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/fistula Ke-2015-The treatment strategy for tracheoesop.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/fistula Kim-2020-Management of tracheo-oesophageal fis.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/fistula Lazarus-2017-Persistent air leaks_ a review wi.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/fistula Li-2016-Neoadjuvant therapy and risk of bronch.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/fistula Okuda-2017-Risk factor of bronchopleural fistu.json,"META_DOI_MISSING,META_JOURNAL_MISSING,AUTHORS_EMPTY",
out/batch_processed/fistula Schweigert-2019-[Interventional treatment of t.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/fistula Silon-2017-Endoscopic Management of Esophagore.json,"META_DOI_MISSING,META_JOURNAL_MISSING,AUTHORS_EMPTY",
out/batch_processed/fistula Youness-2018-Bronchoscopic advances in the man.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING,AUTHORS_EMPTY",
out/batch_processed/gonzalez-et-al-2024-assessment-of-advanced-diagnostic-bronchoscopy-outcomes-for-peripheral-lung-lesions-a-delphi (1).json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/green-et-al-2021-overview-of-interventional-pulmonology-for-radiologists.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/incidence_and_outcomes_of_revision_bronchoscopies.11.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/klug-et-al-2024-proposed-ninth-edition-tnm-staging-system-for-lung-cancer-guide-for-radiologists.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/lessions learned valves.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/management-of-incidental-pulmonary-nodule-fleischner.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/medical thoracoscopy step by step.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/nebulized TXA review.json,"META_DOI_MISSING,META_JOURNAL_MISSING,AUTHORS_EMPTY",
out/batch_processed/normal_saline_versus_hypertonic_saline_for_airway.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/percutaneous_endoscopic_gastrostomy__a_practic.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING,AUTHORS_EMPTY",
out/batch_processed/processing_report.json,,missing_metadata
out/batch_processed/rapid_pleurodesis_in_patients_with_chronic.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/ratwani-et-al-2025-post-thoracentesis-ultrasound-vs-chest-x-ray-for-the-evaluation-of-effusion-evacuation-and-lung-re.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/safety_and_clinical_utility_of_flexible.3.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/surigicalLVR A randomized trial comparing lung-volume-reduc.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/surigicalLVR Consolidating LVRS After Endoscopic LVR Failur.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
