file,status,changes
out/batch_processed/DY and Synergy of Needle and Forceps w ENB.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2025-02"", ""new"": 2025}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Yeon Wook Kim"", ""Jun Kim"", ""Byoung Soo Kwon"", ""Ye Jin Lee"", ""Myung Jin Song"", ""Sung Hyun Yoon"", ""Sung Yoon Lim"", ""Yeon Joo Lee"", ""Jong Sun Park"", ""Jae Cho"", ""Kyung Hee Lee"", ""Haeng Chung"", ""Yeon Bi Han"", ""Fabien Maldonado"", ""So Yeon Ahn"", ""Youngmi Park"", ""Hyun Joo"", ""Jae Ho Lee"", ""Taek Lee""], ""new"": [""Yeon Wook Kim"", ""Jun Kim"", ""Byoung Soo Kwon"", ""Ye Jin Lee"", ""Myung Jin Song"", ""Sung Hyun Yoon"", ""Sung Yoon Lim"", ""Yeon Joo Lee"", ""Jong Sun Park"", ""Jae Cho"", ""Kyung Hee Lee"", ""Haeng Chung"", ""Yeon Bi Han"", ""Fabien Maldonado"", ""So Yeon Ahn"", ""Youngmi Park"", ""Hyun Joo"", ""Jae Ho Lee"", ""Taek Lee""]}}"
out/batch_processed/Database to Inform Revisions.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2023-02-10"", ""new"": 2023}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Hisao Asamura"", ""Katherine K. Nishimura"", ""Dorothy J. Giroux"", ""Kari Chansky"", ""Antje Hoering"", ""Valerie Rusch"", ""Prognostic Factors Committee"", ""Advisory Boards"", ""Participating Institutions""], ""new"": [""Hisao Asamura"", ""Katherine K. Nishimura"", ""Dorothy J. Giroux"", ""Kari Chansky"", ""Antje Hoering"", ""Valerie Rusch"", ""Prognostic Factors Committee"", ""Advisory Boards"", ""Participating Institutions""]}}"
out/batch_processed/Davies-2012-Effect of an indwelling pleural ca.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2012-06-13"", ""new"": 2012}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Affiliations are listed at the end of this article"", ""Najib M""], ""new"": [""Affiliations are listed at the end of this article"", ""Najib M""]}}"
out/batch_processed/Deslee-2014-Lung volume reduction coil treatme.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2014-06-02"", ""new"": 2014}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Karin Klooster"", ""Martin Hetzel"", ""Franz Stanzel"", ""Romain Kessler"", ""Hugo Marquette"", ""Christian Witt"", ""Stefan Blaas"", ""Wolfgang Gesierich"", ""Juergen Hetzel""], ""new"": [""Karin Klooster"", ""Martin Hetzel"", ""Franz Stanzel"", ""Romain Kessler"", ""Hugo Marquette"", ""Christian Witt"", ""Stefan Blaas"", ""Wolfgang Gesierich"", ""Juergen Hetzel""]}}"
out/batch_processed/Developing an IP Service in a Community Practice.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2016-04"", ""new"": 2016}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Kim D. French"", ""Neeraj R. Desai"", ""Edward Diamond"", ""Kevin L. Kovitz""], ""new"": [""Kim D. French"", ""Neeraj R. Desai"", ""Edward Diamond"", ""Kevin L. Kovitz""]}}"
out/batch_processed/Development of a Tool to Assess Basic Competen.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2016-04"", ""new"": 2016}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Kamran Mahmood"", ""Momen M. Wahidi"", ""Kathryn E. Osann"", ""Kathleen Coles"", ""Scott L. Shofer"", ""Ellen E. Volker"", ""Mohsen Davoudi""], ""new"": [""Kamran Mahmood"", ""Momen M. Wahidi"", ""Kathryn E. Osann"", ""Kathleen Coles"", ""Scott L. Shofer"", ""Ellen E. Volker"", ""Mohsen Davoudi""]}}"
out/batch_processed/Dexmedetomidine-fentanyl versus propofol-fentanyl.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2016-04-20"", ""new"": 2016}}"
out/batch_processed/Diagnostic Yield and Bleeding Complications.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2019-12-23"", ""new"": 2019}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Yang Gao"", ""Teng Moua"", ""David E. Midthun"", ""John J. Mullon"", ""Paul A. Decker"", ""Jay H. Ryu""], ""new"": [""Yang Gao"", ""Teng Moua"", ""David E. Midthun"", ""John J. Mullon"", ""Paul A. Decker"", ""Jay H. Ryu""]}}"
out/batch_processed/Diagnostic accuracy of transbronchial lung cry.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2020-02"", ""new"": 2020}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""See Comment"", ""Sydney Medical School"", ""New Lambton Heights"", ""Michigan Medicine"", ""Ann Arbour""], ""new"": [""See Comment"", ""Sydney Medical School"", ""New Lambton Heights"", ""Michigan Medicine"", ""Ann Arbour""]}, ""abstract"": {""action"": ""from_structure"", ""new"": ""Background Transbronchial lung cryobiopsy (TBLC) is a novel technique for sampling lung tissue for interstitial lung dis…""}}"
out/batch_processed/Diagnostic flexible bronchoscopy and accessory techniques.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2012-03-31"", ""new"": 2012}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Francisco Gentil""], ""new"": [""Francisco Gentil""]}, ""doi"": {""action"": ""front_matter_scan"", ""new"": ""10.1016/j.rppneu.2012.01.003""}}"
out/batch_processed/Diagnostic value of EBUS elastography for the differentiation.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2017-01-19"", ""new"": 2017}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Pulmonary Medicine"", ""Critical Care Medicine""], ""new"": [""Pulmonary Medicine"", ""Critical Care Medicine""]}}"
out/batch_processed/Diagnostic yield and safety of navigation bronchoscopy.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2023-06"", ""new"": 2023}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Pulmonary Diseases"", ""The Netherlands""], ""new"": [""Pulmonary Diseases"", ""The Netherlands""]}}"
out/batch_processed/Differentiating malignant and benign nodes with elastography.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2019-01"", ""new"": 2019}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Kai Lin"", ""Lun Yu"", ""Yu Chang"", ""Jen Fan"", ""Feng Wen"", ""Chi Ho""], ""new"": [""Kai Lin"", ""Lun Yu"", ""Yu Chang"", ""Jen Fan"", ""Feng Wen"", ""Chi Ho""]}}"
out/batch_processed/Documentation Tips for Pulmonary.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2012-10"", ""new"": 2012}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Human Services"", ""Ninth Revision""], ""new"": [""Human Services"", ""Ninth Revision""]}}"
out/batch_processed/Dransfield-2020-Effect of Zephyr Endobronchial.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2020-07"", ""new"": 2020}}"
out/batch_processed/Dresler-2005-Phase III intergroup study of tal.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2015-11-15"", ""new"": 2015}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Carolyn M. Dresler"", ""Jemi Olak"", ""William G. Richards"", ""Ernest Scalzetti"", ""Stewart B. Fleishman"", ""Kemp H. Kernstine"", ""Todd Demmy"", ""David M. Jablons"", ""Leslie Kohman"", ""Thomas M. Daniel"", ""George B. Haasler"", ""David J. Sugarbaker"", ""Cooperative Groups Cancer"", ""Eastern Cooperative Oncology Group"", ""North Central Cooperative Oncology Group"", ""Radiation Therapy Oncology Group""], ""new"": [""Carolyn M. Dresler"", ""Jemi Olak"", ""William G. Richards"", ""Ernest Scalzetti"", ""Stewart B. Fleishman"", ""Kemp H. Kernstine"", ""Todd Demmy"", ""David M. Jablons"", ""Leslie Kohman"", ""Thomas M. Daniel"", ""George B. Haasler"", ""David J. Sugarbaker"", ""Cooperative Groups Cancer"", ""Eastern Cooperative Oncology Group"", ""North Central Cooperative Oncology Group"", ""Radiation Therapy Oncology Group""]}}"
out/batch_processed/EBUS  vs conventional TBNA  in the diagnosis of sarcoidosis.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2014-01-30"", ""new"": 2014}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Dheeraj Gupta"", ""Devendra S. Dadhwal"", ""Ritesh Agarwal"", ""Nalini Gupta"", ""Amanjit Bal"", ""Ashutosh N. Aggarwal""], ""new"": [""Dheeraj Gupta"", ""Devendra S. Dadhwal"", ""Ritesh Agarwal"", ""Nalini Gupta"", ""Amanjit Bal"", ""Ashutosh N. Aggarwal""]}}"
out/batch_processed/EBUS for the Diagnosis and Subtyping of Lymphoma.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2015-09"", ""new"": 2015}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Horiana B. Grosu"", ""Mihai Iliesiu"", ""Nancy P. Caraway"", ""Jeffrey Medeiros"", ""Xiudong Lei"", ""Carlos A. Jimenez"", ""Rodolfo C. Morice"", ""Roberto F. Casal"", ""David Ost"", ""George A. Eapen""], ""new"": [""Horiana B. Grosu"", ""Mihai Iliesiu"", ""Nancy P. Caraway"", ""Jeffrey Medeiros"", ""Xiudong Lei"", ""Carlos A. Jimenez"", ""Rodolfo C. Morice"", ""Roberto F. Casal"", ""David Ost"", ""George A. Eapen""]}}"
out/batch_processed/EBUS-TBNA and EUS-FNA Risk Assessment for Clopidogrel.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2016-10"", ""new"": 2016}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Nikhil Meena"", ""Wissam Abouzgheib"", ""Setu Patolia"", ""Justin Rosenheck"", ""Ziad Boujaoude"", ""Thaddeus Bartter""], ""new"": [""Nikhil Meena"", ""Wissam Abouzgheib"", ""Setu Patolia"", ""Justin Rosenheck"", ""Ziad Boujaoude"", ""Thaddeus Bartter""]}}"
"out/batch_processed/ENB for PPNs One-Year Results of the Prospective, Multicenter NAVIGATE Study.json",dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2018-11-23"", ""new"": 2018}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Pinnacle Biologics"", ""Auris Robotics"", ""Innovital Systems"", ""Gala Therapeutic""], ""new"": [""Pinnacle Biologics"", ""Auris Robotics"", ""Innovital Systems"", ""Gala Therapeutic""]}}"
out/batch_processed/ENB-directed dye marking for locating pulmonary nodules.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2020-02-10"", ""new"": 2020}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Critical Care Medicine"", ""Medical Sciences""], ""new"": [""Critical Care Medicine"", ""Medical Sciences""]}}"
out/batch_processed/ERSATS statement on IP.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2002-02"", ""new"": 2002}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Medical Faculty"", ""European Respiratory"", ""American Thoracic"", ""Task Force"", ""North American""], ""new"": [""Medical Faculty"", ""European Respiratory"", ""American Thoracic"", ""Task Force"", ""North American""]}}"
out/batch_processed/Eberhardt-2021-Endobronchial Valve (Zephyr) Tr.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2024-07-17"", ""new"": 2024}}"
out/batch_processed/Effectiveness of Elastography.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2017"", ""new"": 2017}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Research Paper""], ""new"": [""Research Paper""]}}"
out/batch_processed/Efficacy and Safety of Airway Stent in TEF.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2025-02-17"", ""new"": 2025}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Xiangnan Li"", ""Peiyuan Luo"", ""Mengyu Zhao"", ""Feifei Wen"", ""Guancheng Jiang"", ""Yibei You"", ""Yaru Liu"", ""Xuan Wu"", ""Quncheng Zhang""], ""new"": [""Xiangnan Li"", ""Peiyuan Luo"", ""Mengyu Zhao"", ""Feifei Wen"", ""Guancheng Jiang"", ""Yibei You"", ""Yaru Liu"", ""Xuan Wu"", ""Quncheng Zhang""]}}"
out/batch_processed/Efficacy and safety of cone-beam computed tomography-guided bronchoscopy.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2025-02-18"", ""new"": 2025}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Ziling Li"", ""Shuyun Xu"", ""Yong Zhang"", ""Jing Shi""], ""new"": [""Ziling Li"", ""Shuyun Xu"", ""Yong Zhang"", ""Jing Shi""]}, ""doi"": {""action"": ""front_matter_scan"", ""new"": ""10.21037/jtd-24-1224/rc""}}"
out/batch_processed/Efficacy ofWhole-LungLavageinPulmonaryAlveolar.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2017-01-21"", ""new"": 2017}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Pierre Gay"", ""Benoit Wallaert"", ""Stefan Nowak"", ""Jonas Yserbyt"", ""Stavros Anevlavis"", ""Christophe Hermant"", ""Alban Lovis"", ""Olivier Menard"", ""Bernard Maitre"", ""Thomas Vandemoortele"", ""Amandine Briault"", ""Arnaud Bourdin"", ""Michel Vergnon"", ""Marios E. Froudarakis"", ""Endoscopie Thoracique"", ""Langue Fran""], ""new"": [""Pierre Gay"", ""Benoit Wallaert"", ""Stefan Nowak"", ""Jonas Yserbyt"", ""Stavros Anevlavis"", ""Christophe Hermant"", ""Alban Lovis"", ""Olivier Menard"", ""Bernard Maitre"", ""Thomas Vandemoortele"", ""Amandine Briault"", ""Arnaud Bourdin"", ""Michel Vergnon"", ""Marios E. Froudarakis"", ""Endoscopie Thoracique"", ""Langue Fran""]}}"
out/batch_processed/Electromagnetic navigation bronchoscopy a comprehensive review.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2018-12-26"", ""new"": 2018}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""The National"", ""Lung Cancer"", ""Screening Trial"", ""United States"", ""Preventive Service"", ""Task Force""], ""new"": [""The National"", ""Lung Cancer"", ""Screening Trial"", ""United States"", ""Preventive Service"", ""Task Force""]}}"
out/batch_processed/Electromagnetic navigation bronchoscopy to access lung lesions in.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2017-04-11"", ""new"": 2017}, ""authors"": {""action"": ""from_sections"", ""new"": [""Electromagnetic navigation bronchoscopy to access lung lesions in 1"", ""000 subjects: first results of the prospective"", ""multicenter NAVIGATE study""]}}"
out/batch_processed/Endobronchial Valves for Emphysema without Int.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2015-12-10"", ""new"": 2015}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Pulmonary Diseases"", ""Nuclear Medicine""], ""new"": [""Pulmonary Diseases"", ""Nuclear Medicine""]}}"
out/batch_processed/Endobronchial epinephrine confusion is in the air.json,dry-run,"{""authors"": {""action"": ""filtered_ack_like"", ""old"": [""The Cleveland""], ""new"": [""The Cleveland""]}}"
out/batch_processed/Endobronchial tumor debulking with a flexible.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2010-04"", ""new"": 2010}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Christian Schumann"", ""Martin Hetzel"", ""Alexander J. Babiak"", ""Tobias Merk"", ""Thomas Wibmer"", ""Philipp M. Lepper""], ""new"": [""Christian Schumann"", ""Martin Hetzel"", ""Alexander J. Babiak"", ""Tobias Merk"", ""Thomas Wibmer"", ""Philipp M. Lepper""]}}"
out/batch_processed/Endosonography for mediastinal disease EUS vs EBUS.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2015-05-21"", ""new"": 2015}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Medical Sciences"", ""Central Arkansas Veterans Healthcare System"", ""Little Rock"", ""United States""], ""new"": [""Medical Sciences"", ""Central Arkansas Veterans Healthcare System"", ""Little Rock"", ""United States""]}}"
out/batch_processed/Equipment and procedural setup for IP.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2021-08"", ""new"": 2021}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Amrik S. Ray"", ""Van K. Holden"", ""Ashutosh Sachdeva"", ""Faria Nasim""], ""new"": [""Amrik S. Ray"", ""Van K. Holden"", ""Ashutosh Sachdeva"", ""Faria Nasim""]}}"
out/batch_processed/Eur Respir Rev-2020-DeMaio-200028.json,dry-run,"{""year"": {""action"": ""fallback:filename"", ""old"": null, ""new"": 2020}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Daniel Sterman"", ""David Feller""], ""new"": [""Daniel Sterman"", ""David Feller""]}, ""doi"": {""action"": ""front_matter_scan"", ""new"": ""10.1183/16000617.0028-2020""}}"
out/batch_processed/Evaluating the Patient With a Pulmonary Nodule_A Review.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2022-01-18"", ""new"": 2022}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Cleveland Clinic"", ""Peter J""], ""new"": [""Cleveland Clinic"", ""Peter J""]}}"
out/batch_processed/Evaluation of Safety and Short-term.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2019-12-18"", ""new"": 2019}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Septimiu Murgu"", ""Balaji Laxmanan"", ""Sean Stoy"", ""Katarine Egressy"", ""Udit Chaddha"", ""Farhan Farooqui"", ""Ryan Brunner"", ""Kyle Hogarth"", ""Mark Chaney""], ""new"": [""Septimiu Murgu"", ""Balaji Laxmanan"", ""Sean Stoy"", ""Katarine Egressy"", ""Udit Chaddha"", ""Farhan Farooqui"", ""Ryan Brunner"", ""Kyle Hogarth"", ""Mark Chaney""]}}"
out/batch_processed/Evaluation of a EBUS  forceps in enlarged mediastinal lymph nodes.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2024-07-17"", ""new"": 2024}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Kaid Darwiche"", ""Lutz Freitag"", ""Arun Nair"", ""Christiane Neumann"", ""Ruediger Karpf"", ""Stefan Welter"", ""Jeremias Wohlschlaeger"", ""Dirk Theegarten""], ""new"": [""Kaid Darwiche"", ""Lutz Freitag"", ""Arun Nair"", ""Christiane Neumann"", ""Ruediger Karpf"", ""Stefan Welter"", ""Jeremias Wohlschlaeger"", ""Dirk Theegarten""]}}"
out/batch_processed/Evaluation of individuals with pulmonary nodules when is it lung cancer.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2013-05"", ""new"": 2013}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Chest Physicians Lung Cancer Guidelines"", ""Chest Physicians""], ""new"": [""Chest Physicians Lung Cancer Guidelines"", ""Chest Physicians""]}}"
out/batch_processed/External irradiation versus external irradiati.json,dry-run,"{""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Hans Langendijk"", ""Martin Tjwa"", ""Martin Muller"", ""Neil Aaronson"", ""Rob Lamers"", ""Ben Slotman"", ""Miel Wouters""], ""new"": [""Hans Langendijk"", ""Martin Tjwa"", ""Martin Muller"", ""Neil Aaronson"", ""Rob Lamers"", ""Ben Slotman"", ""Miel Wouters""]}}"
out/batch_processed/Fiducial marker placement with ENB.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2019-01"", ""new"": 2019}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Ther Adv Respir Dis"", ""The""], ""new"": [""Ther Adv Respir Dis"", ""The""]}, ""doi"": {""action"": ""front_matter_scan"", ""new"": ""10.1177/1753466619841234""}}"
out/batch_processed/Financial Justification for IP Programs.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2020-09"", ""new"": 2020}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Amit K. Mahajan"", ""Jennifer Bautista"", ""Erin Hodson"", ""Sandeep J. Khandhar"", ""Erik Folch"", ""Susan Carroll"", ""Steve Narang""], ""new"": [""Amit K. Mahajan"", ""Jennifer Bautista"", ""Erin Hodson"", ""Sandeep J. Khandhar"", ""Erik Folch"", ""Susan Carroll"", ""Steve Narang""]}}"
out/batch_processed/First Human Use of a New Robotic-Assisted Fiber Optic Sensing Navigation System for Small Peripheral Pulmonary Nodules.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2019-07-26"", ""new"": 2019}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Farzad Bashirzadeh"", ""Jung Hwa"", ""Maryann Todman"", ""Adrian Chin"", ""Lionel Tan"", ""Karin Steinke"", ""Morgan N. Windsor"", ""Arthur Wai""], ""new"": [""Farzad Bashirzadeh"", ""Jung Hwa"", ""Maryann Todman"", ""Adrian Chin"", ""Lionel Tan"", ""Karin Steinke"", ""Morgan N. Windsor"", ""Arthur Wai""]}, ""doi"": {""action"": ""front_matter_scan"", ""new"": ""10.1159/000498951""}}"
out/batch_processed/Flexible Bronchoscope Use by Pulmonologists.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2018-01"", ""new"": 2018}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Patients With Head"", ""Neck Cancer""], ""new"": [""Patients With Head"", ""Neck Cancer""]}, ""doi"": {""action"": ""front_matter_scan"", ""new"": ""10.1097/lbr.0000000000000434""}}"
out/batch_processed/Flexible bronchoscopy.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2018-03"", ""new"": 2018}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Russell J. Miller"", ""Roberto F. Casal"", ""Donald R. Lazarus"", ""David E. Ost"", ""George A. Eapen""], ""new"": [""Russell J. Miller"", ""Roberto F. Casal"", ""Donald R. Lazarus"", ""David E. Ost"", ""George A. Eapen""]}}"
out/batch_processed/Forbearance With Bronchoscopy.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2019-04"", ""new"": 2019}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Himanshu Deshwal"", ""Sameer K. Avasarala"", ""Subha Ghosh"", ""Atul C. Mehta""], ""new"": [""Himanshu Deshwal"", ""Sameer K. Avasarala"", ""Subha Ghosh"", ""Atul C. Mehta""]}}"
out/batch_processed/Foreign body aspiration.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2021-08"", ""new"": 2021}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Medical Center"", ""Critical Care"", ""Respiratory Medicine"", ""Medical Sciences"", ""New Delhi""], ""new"": [""Medical Center"", ""Critical Care"", ""Respiratory Medicine"", ""Medical Sciences"", ""New Delhi""]}}"
out/batch_processed/Foreign body inhalation in the adult population.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2015-10-01"", ""new"": 2015}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Inderpaul Singh"", ""Sahajal Dhooria MD"", ""Babu Ram"", ""Navneet Singh MD"", ""Ashutosh N Aggarwal MD"", ""Dheeraj Gupta MD"", ""Digambar Behera MD"", ""Ritesh Agarwal MD""], ""new"": [""Inderpaul Singh"", ""Sahajal Dhooria MD"", ""Babu Ram"", ""Navneet Singh MD"", ""Ashutosh N Aggarwal MD"", ""Dheeraj Gupta MD"", ""Digambar Behera MD"", ""Ritesh Agarwal MD""]}}"
out/batch_processed/Garner-2020-A prospective safety and feasibili.json,dry-run,"{""year"": {""action"": ""fallback:filename"", ""old"": null, ""new"": 2020}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Justin L. Garner"", ""Tawimas Shaipanich"", ""Jorine E. Hartman"", ""Christopher M. Orton"", ""Cielito Caneja"", ""Karin Klooster"", ""John Thornton"", ""Don D. Sin"", ""Jan Slebos"", ""Pallav L. Shah""], ""new"": [""Justin L. Garner"", ""Tawimas Shaipanich"", ""Jorine E. Hartman"", ""Christopher M. Orton"", ""Cielito Caneja"", ""Karin Klooster"", ""John Thornton"", ""Don D. Sin"", ""Jan Slebos"", ""Pallav L. Shah""]}, ""doi"": {""action"": ""front_matter_scan"", ""new"": ""10.1183/13993003.00556-2020""}}"
out/batch_processed/Ghattas-2021-State of the art_ percutaneous tr.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2021-08"", ""new"": 2021}}"
out/batch_processed/Gomes-2015-Percutaneous endoscopic gastrostomy.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2015-05-22"", ""new"": 2015}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Systematic Reviews""], ""new"": [""Systematic Reviews""]}}"
out/batch_processed/Grosu-2013-Stents are associated with increase.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2013-08"", ""new"": 2013}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Horiana B. Grosu"", ""George A. Eapen"", ""Rodolfo C. Morice"", ""Carlos A. Jimenez"", ""Francisco A. Almeida"", ""Mona G. Sarkiss""], ""new"": [""Horiana B. Grosu"", ""George A. Eapen"", ""Rodolfo C. Morice"", ""Carlos A. Jimenez"", ""Francisco A. Almeida"", ""Mona G. Sarkiss""]}}"
out/batch_processed/Grosu-2018-Sensitivity of Initial Thoracentesi.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2018-07-17"", ""new"": 2018}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Pulmonary Medicine"", ""Anderson Cancer Center""], ""new"": [""Pulmonary Medicine"", ""Anderson Cancer Center""]}}"
out/batch_processed/Grosu-2019-Secondary spontaneous pneumothorax.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2019-04"", ""new"": 2019}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Horiana B. Grosu"", ""Macarena R. Vial"", ""Mike Hernandez"", ""Liang Li"", ""Roberto F. Casal"", ""Georgie A. Eapen"", ""David E. Ost""], ""new"": [""Horiana B. Grosu"", ""Macarena R. Vial"", ""Mike Hernandez"", ""Liang Li"", ""Roberto F. Casal"", ""Georgie A. Eapen"", ""David E. Ost""]}}"
out/batch_processed/Hartman-2021-New bronchoscopic treatment modal.json,dry-run,"{""year"": {""action"": ""fallback:filename"", ""old"": null, ""new"": 2021}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Pulmonary Diseases"", ""National Heart""], ""new"": [""Pulmonary Diseases"", ""National Heart""]}, ""doi"": {""action"": ""front_matter_scan"", ""new"": ""10.1183/16000617.02812020""}}"
out/batch_processed/Havelock-2010-Pleural procedures and thoracic.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2010-08-09"", ""new"": 2010}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Tom Havelock"", ""Richard Teoh"", ""Diane Laws"", ""Fergus Gleeson"", ""Pleural Disease Guideline Group""], ""new"": [""Tom Havelock"", ""Richard Teoh"", ""Diane Laws"", ""Fergus Gleeson"", ""Pleural Disease Guideline Group""]}}"
