file,status,changes
out/hardened/Deslee-2014-Lung volume reduction coil treatme.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2014-06-02"", ""new"": 2014}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Gaëtan Deslee"", ""Karin Klooster"", ""Martin Hetzel"", ""Franz Stanzel"", ""Romain Kessler"", ""Charles-Hugo Marquette"", ""Christian Witt"", ""Stefan Blaas"", ""Wolfgang Gesierich"", ""Felix J F Herth"", ""Juergen Hetzel"", ""Eva M Van Rikxoort"", ""Dirk-Jan Slebos""], ""new"": [""Gaëtan Deslee"", ""Karin Klooster"", ""Martin Hetzel"", ""Franz Stanzel"", ""Romain Kessler"", ""Charles-Hugo Marquette"", ""Christian Witt"", ""Stefan Blaas"", ""Wolfgang Gesierich"", ""Felix J F Herth"", ""Juergen Hetzel"", ""Eva M Van Rikxoort"", ""Dirk-Jan Slebos""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Thorax""}}"
out/hardened/Developing an IP Service in a Community Practice.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2016-04"", ""new"": 2016}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Kim D. French"", ""Neeraj R. Desai"", ""Edward Diamond"", ""Kevin L. Kovitz""], ""new"": [""Kim D. French"", ""Neeraj R. Desai"", ""Edward Diamond"", ""Kevin L. Kovitz""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Chest""}}"
out/hardened/Development of a Tool to Assess Basic Competen.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2016-04"", ""new"": 2016}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Kamran Mahmood"", ""Momen M. Wahidi"", ""Kathryn E. Osann"", ""Kathleen Coles"", ""Scott L. Shofer"", ""Ellen E. Volker"", ""Mohsen Davoudi""], ""new"": [""Kamran Mahmood"", ""Momen M. Wahidi"", ""Kathryn E. Osann"", ""Kathleen Coles"", ""Scott L. Shofer"", ""Ellen E. Volker"", ""Mohsen Davoudi""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Annals of the American Thoracic Society""}}"
out/hardened/Dexmedetomidine-fentanyl versus propofol-fentanyl.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2016-04-20"", ""new"": 2016}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Feng Yuan"", ""Hongguang Fu"", ""Pengju Yang"", ""Kai Sun"", ""Shubiao Wu"", ""Miaomiao Lv"", ""Zhenzhen Dong"", ""Tieli Dong""], ""new"": [""Feng Yuan"", ""Hongguang Fu"", ""Pengju Yang"", ""Kai Sun"", ""Shubiao Wu"", ""Miaomiao Lv"", ""Zhenzhen Dong"", ""Tieli Dong""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Experimental and Therapeutic Medicine""}}"
out/hardened/Diagnostic Yield and Bleeding Complications.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2019-12-23"", ""new"": 2019}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Yang Gao"", ""Teng Moua"", ""David E. Midthun"", ""John J. Mullon"", ""Paul A. Decker"", ""Jay H. Ryu""], ""new"": [""Yang Gao"", ""Teng Moua"", ""David E. Midthun"", ""John J. Mullon"", ""Paul A. Decker"", ""Jay H. Ryu""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Journal of Bronchology & Interventional Pulmonology""}}"
out/hardened/Diagnostic accuracy of transbronchial lung cry.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2020-02"", ""new"": 2020}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Lauren K Troy"", ""Christopher Grainge"", ""Tamera J Corte"", ""Jonathan P Williamson"", ""Michael P Vallely"", ""Wendy A Cooper"", ""Annabelle Mahar"", ""Jeffrey L Myers"", ""Simon Lai"", ""Ellie Mulyadi"", ""Paul J Torzillo"", ""Martin J Phillips"", ""Helen E Jo"", ""Susanne E Webster"", ""Qi T Lin"", ""Jessica E Rhodes"", ""Matthew Salamonsen"", ""Jeremy P Wrobel"", ""Benjamin Harris"", ""Garrick Don"", ""Peter J C Wu"", ""Benjamin J Ng"", ""Christopher Oldmeadow"", ""Ganesh Raghu"", ""Edmund M T Lau"", ""David Arnold"", ""Christopher Cao"", ""Amy Cashmore"", ""Shannon Cleary"", ""Tiffany-Jane Evans"", ""Bruce French"", ""Monika Geis"", ""Laura Glenn"", ""Michael Hibbert"", ""Alvin Ing"", ""Allen James"", ""Graham Meredith"", ""Christopher Merry"", ""Anand Pudipeddi"", ""Tajalli Saghaie"", ""Rajesh Thomas"", ""Claire Thomson"", ""Scott Twaddell""], ""new"": [""Lauren K Troy"", ""Christopher Grainge"", ""Tamera J Corte"", ""Jonathan P Williamson"", ""Michael P Vallely"", ""Wendy A Cooper"", ""Annabelle Mahar"", ""Jeffrey L Myers"", ""Simon Lai"", ""Ellie Mulyadi"", ""Paul J Torzillo"", ""Martin J Phillips"", ""Helen E Jo"", ""Susanne E Webster"", ""Qi T Lin"", ""Jessica E Rhodes"", ""Matthew Salamonsen"", ""Jeremy P Wrobel"", ""Benjamin Harris"", ""Garrick Don"", ""Peter J C Wu"", ""Benjamin J Ng"", ""Christopher Oldmeadow"", ""Ganesh Raghu"", ""Edmund M T Lau"", ""David Arnold"", ""Christopher Cao"", ""Amy Cashmore"", ""Shannon Cleary"", ""Tiffany-Jane Evans"", ""Bruce French"", ""Monika Geis"", ""Laura Glenn"", ""Michael Hibbert"", ""Alvin Ing"", ""Allen James"", ""Graham Meredith"", ""Christopher Merry"", ""Anand Pudipeddi"", ""Tajalli Saghaie"", ""Rajesh Thomas"", ""Claire Thomson"", ""Scott Twaddell""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""The Lancet Respiratory Medicine""}}"
out/hardened/Diagnostic flexible bronchoscopy and accessory techniques.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2012-03-31"", ""new"": 2012}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""J. Dionísio""], ""new"": [""J. Dionísio""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Revista Portuguesa de Pneumologia""}}"
out/hardened/Diagnostic value of EBUS elastography for the differentiation.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2017-01-19"", ""new"": 2017}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Potjanee Korrungruang"", ""Viboon Boonsarngsuk""], ""new"": [""Potjanee Korrungruang"", ""Viboon Boonsarngsuk""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Respirology""}}"
out/hardened/Diagnostic yield and safety of navigation bronchoscopy.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2023-06"", ""new"": 2023}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Stephan E.P. Kops"", ""Pauline Heus"", ""Daniël A. Korevaar"", ""Johanna A.A. Damen"", ""Demy L. Idema"", ""Roel L.J. Verhoeven"", ""Jouke T. Annema"", ""Lotty Hooft"", ""Erik H.F.M. Van Der Heijden""], ""new"": [""Stephan E.P. Kops"", ""Pauline Heus"", ""Daniël A. Korevaar"", ""Johanna A.A. Damen"", ""Demy L. Idema"", ""Roel L.J. Verhoeven"", ""Jouke T. Annema"", ""Lotty Hooft"", ""Erik H.F.M. Van Der Heijden""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Lung Cancer""}}"
out/hardened/Differentiating malignant and benign nodes with elastography.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2019-01"", ""new"": 2019}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Ching-Kai Lin"", ""Kai-Lun Yu"", ""Lih-Yu Chang"", ""Hung-Jen Fan"", ""Yueh-Feng Wen"", ""Chao-Chi Ho""], ""new"": [""Ching-Kai Lin"", ""Kai-Lun Yu"", ""Lih-Yu Chang"", ""Hung-Jen Fan"", ""Yueh-Feng Wen"", ""Chao-Chi Ho""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Journal of the Formosan Medical Association""}}"
out/hardened/Documentation Tips for Pulmonary.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2012-10"", ""new"": 2012}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Sherine Koshy""], ""new"": [""Sherine Koshy""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Chest""}}"
out/hardened/Dransfield-2020-Effect of Zephyr Endobronchial.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2020-07"", ""new"": 2020}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Mark T. Dransfield"", ""Justin L. Garner"", ""Surya P. Bhatt"", ""Dirk-Jan Slebos"", ""Karin Klooster"", ""Frank C. Sciurba"", ""Pallav L. Shah"", ""Nathaniel T. Marchetti"", ""Richard D. Sue"", ""Shawn Wright"", ""Hiram Rivas-Perez"", ""Tanya A. Wiese"", ""Momen M. Wahidi"", ""Hugo Goulart De Oliveira"", ""Brian Armstrong"", ""Sri Radhakrishnan"", ""Narinder S. Shargill"", ""Gerard J. Criner"", ""Lewis Katz"", ""Gerard J. Criner"", ""Gerard J. Criner"", ""Francis Cordova"", ""Parag Desai"", ""Nathaniel Marchetti"", ""Victor Kim"", ""Kartik Shenoy"", ""John Travaline"", ""Jiji Thomas"", ""Lii-Yoong H. Criner"", ""Richard Sue"", ""Shawn Wright"", ""Aaron Thornburg"", ""Terry Thomas"", ""Mark Dransfield"", ""Surya Bhatt"", ""James Michael Wells"", ""Necole Seabron-Harris"", ""Hiram Rivas-Perez"", ""Umair Gauhar"", ""Tanya A. Wiese"", ""Crissie Despirito"", ""Frank Sciurba"", ""Jessica Bon Field"", ""Divay Chandra"", ""Joseph Leader"", ""Roy Semaan"", ""Christina Ledezma"", ""Pallav Shah"", ""Samuel Kemp"", ""Justin Garner"", ""Arafa Aboelhassan"", ""Karthi Srikanthan"", ""Eric Tenda"", ""Anita Abraham"", ""Cai Sim"", ""Momen Wahidi"", ""Kamran Mahmood"", ""Scott Shofer"", ""Kathleen Coles"", ""Hugo Goulart De Oliveira"", ""Guilherme Augusto Oliveira"", ""Betina Machado"", ""Igor Benedetto"", ""Fabio Svartman"", ""Amarilio De Macedo Neto"", ""Leonardo Schreiner"", ""Taiane Vieira"", ""Brian Morrissey"", ""Ken Yoneda"", ""Tina Tham"", ""Daniel Tompkins"", ""Paulo F. Guerreiro Cardoso"", ""Rodrigo Athanazio"", ""Felipe Nominando"", ""Samia Rached"", ""Luciana Cassimiro"", ""Steven Hays"", ""Eric Seeley"", ""Pavan Shrestha"", ""Gabriela R. Dincheva"", ""Adnan Majid"", ""Daniel Alape-Moya"", ""Mihir Parikh"", ""Alichia Paton"", ""Alexis Agnew"", ""Nicholas Pastis"", ""Charlie Strange"", ""Tatsiana Beiko"", ""Danielle Woodford"", ""Mary Blanton"", ""Lisa Kopas"", ""Timothy Connolly"", ""Jose Fernando Santacruz"", ""Bhavin Shah"", ""Mark Vollenweider"", ""Luis Herrera"", ""Rumi Khan"", ""Kristine Sernulka"", ""P. Michael McFadden"", ""Richard Barbers"", ""Michelle Hernandez"", ""Michael Machuzak"", ""Francisco Almeida"", ""Joseph Cicenia"", ""Thomas Gildea"", ""Atul Mehta"", ""Sonali Sethi"", ""Yvonne Meli"", ""David Hsia"", ""Richard Casaburi"", ""William Stringer"", ""Leticia Diaz"", ""Arthur Sung"", ""Meghan Ramsey"", ""Ryan Van Wert"", ""Karen Morris"", ""Nabil Jarad"", ""Tim Batchelor"", ""Iara Sequeiros"", ""Katy Tucker"", ""Malgorzata Kornaszweska"", ""Hazem Fallouh"", ""Ramsey Sabit"", ""Hatam Naase"", ""Joseph George"", ""Azin Salimian"", ""Helen Dyer"", ""Stephen Hazelrigg"", ""Kristal Adams"", ""Karen Bade"", ""Ganesh Krishna"", ""Bryan S. Benn"", ""Michelle Canfield"", ""Sharmila Vetri Villalan"", ""Travis Stewart"", ""Dirk-Ja N Slebos"", ""Nick H. T. Ten Hacken"", ""Karin Klooster"", ""Jorine Hartman"", ""Sonja Augustijn""], ""new"": [""Mark T. Dransfield"", ""Justin L. Garner"", ""Surya P. Bhatt"", ""Dirk-Jan Slebos"", ""Karin Klooster"", ""Frank C. Sciurba"", ""Pallav L. Shah"", ""Nathaniel T. Marchetti"", ""Richard D. Sue"", ""Shawn Wright"", ""Hiram Rivas-Perez"", ""Tanya A. Wiese"", ""Momen M. Wahidi"", ""Hugo Goulart De Oliveira"", ""Brian Armstrong"", ""Sri Radhakrishnan"", ""Narinder S. Shargill"", ""Gerard J. Criner"", ""Lewis Katz"", ""Francis Cordova"", ""Parag Desai"", ""Nathaniel Marchetti"", ""Victor Kim"", ""Kartik Shenoy"", ""John Travaline"", ""Jiji Thomas"", ""Lii-Yoong H. Criner"", ""Richard Sue"", ""Aaron Thornburg"", ""Terry Thomas"", ""Mark Dransfield"", ""Surya Bhatt"", ""James Michael Wells"", ""Necole Seabron-Harris"", ""Umair Gauhar"", ""Crissie Despirito"", ""Frank Sciurba"", ""Jessica Bon Field"", ""Divay Chandra"", ""Joseph Leader"", ""Roy Semaan"", ""Christina Ledezma"", ""Pallav Shah"", ""Samuel Kemp"", ""Justin Garner"", ""Arafa Aboelhassan"", ""Karthi Srikanthan"", ""Eric Tenda"", ""Anita Abraham"", ""Cai Sim"", ""Momen Wahidi"", ""Kamran Mahmood"", ""Scott Shofer"", ""Kathleen Coles"", ""Guilherme Augusto Oliveira"", ""Betina Machado"", ""Igor Benedetto"", ""Fabio Svartman"", ""Amarilio De Macedo Neto"", ""Leonardo Schreiner"", ""Taiane Vieira"", ""Brian Morrissey"", ""Ken Yoneda"", ""Tina Tham"", ""Daniel Tompkins"", ""Paulo F. Guerreiro Cardoso"", ""Rodrigo Athanazio"", ""Felipe Nominando"", ""Samia Rached"", ""Luciana Cassimiro"", ""Steven Hays"", ""Eric Seeley"", ""Pavan Shrestha"", ""Gabriela R. Dincheva"", ""Adnan Majid"", ""Daniel Alape-Moya"", ""Mihir Parikh"", ""Alichia Paton"", ""Alexis Agnew"", ""Nicholas Pastis"", ""Charlie Strange"", ""Tatsiana Beiko"", ""Danielle Woodford"", ""Mary Blanton"", ""Lisa Kopas"", ""Timothy Connolly"", ""Jose Fernando Santacruz"", ""Bhavin Shah"", ""Mark Vollenweider"", ""Luis Herrera"", ""Rumi Khan"", ""Kristine Sernulka"", ""P. Michael McFadden"", ""Richard Barbers"", ""Michelle Hernandez"", ""Michael Machuzak"", ""Francisco Almeida"", ""Joseph Cicenia"", ""Thomas Gildea"", ""Atul Mehta"", ""Sonali Sethi"", ""Yvonne Meli"", ""David Hsia"", ""Richard Casaburi"", ""William Stringer"", ""Leticia Diaz"", ""Arthur Sung"", ""Meghan Ramsey"", ""Ryan Van Wert"", ""Karen Morris"", ""Nabil Jarad"", ""Tim Batchelor"", ""Iara Sequeiros"", ""Katy Tucker"", ""Malgorzata Kornaszweska"", ""Hazem Fallouh"", ""Ramsey Sabit"", ""Hatam Naase"", ""Joseph George"", ""Azin Salimian"", ""Helen Dyer"", ""Stephen Hazelrigg"", ""Kristal Adams"", ""Karen Bade"", ""Ganesh Krishna"", ""Bryan S. Benn"", ""Michelle Canfield"", ""Sharmila Vetri Villalan"", ""Travis Stewart"", ""Dirk-Ja N Slebos"", ""Nick H. T. Ten Hacken"", ""Jorine Hartman"", ""Sonja Augustijn""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Annals of the American Thoracic Society""}}"
out/hardened/Dresler-2005-Phase III intergroup study of tal.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2015-11-15"", ""new"": 2015}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Carolyn M Dresler"", ""Jemi Olak"", ""James E Herndon"", ""William G Richards"", ""Ernest Scalzetti"", ""Stewart B Fleishman"", ""Kemp H Kernstine"", ""Todd Demmy"", ""David M Jablons"", ""Leslie Kohman"", ""Thomas M Daniel"", ""George B Haasler"", ""David J Sugarbaker""], ""new"": [""Carolyn M Dresler"", ""Jemi Olak"", ""James E Herndon"", ""William G Richards"", ""Ernest Scalzetti"", ""Stewart B Fleishman"", ""Kemp H Kernstine"", ""Todd Demmy"", ""David M Jablons"", ""Leslie Kohman"", ""Thomas M Daniel"", ""George B Haasler"", ""David J Sugarbaker""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Chest""}}"
out/hardened/EBUS  vs conventional TBNA  in the diagnosis of sarcoidosis.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2014-01-30"", ""new"": 2014}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Dheeraj Gupta"", ""Devendra S. Dadhwal"", ""Ritesh Agarwal"", ""Nalini Gupta"", ""Amanjit Bal"", ""Ashutosh N. Aggarwal""], ""new"": [""Dheeraj Gupta"", ""Devendra S. Dadhwal"", ""Ritesh Agarwal"", ""Nalini Gupta"", ""Amanjit Bal"", ""Ashutosh N. Aggarwal""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Chest""}}"
out/hardened/EBUS for the Diagnosis and Subtyping of Lymphoma.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2015-09"", ""new"": 2015}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Horiana B. Grosu"", ""Mihai Iliesiu"", ""Nancy P. Caraway"", ""L. Jeffrey Medeiros"", ""Xiudong Lei"", ""Carlos A. Jimenez"", ""Rodolfo C. Morice"", ""Roberto F. Casal"", ""David Ost"", ""George A. Eapen""], ""new"": [""Horiana B. Grosu"", ""Mihai Iliesiu"", ""Nancy P. Caraway"", ""L. Jeffrey Medeiros"", ""Xiudong Lei"", ""Carlos A. Jimenez"", ""Rodolfo C. Morice"", ""Roberto F. Casal"", ""David Ost"", ""George A. Eapen""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Annals of the American Thoracic Society""}}"
out/hardened/EBUS-TBNA and EUS-FNA Risk Assessment for Clopidogrel.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2016-10"", ""new"": 2016}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Nikhil Meena"", ""Wissam Abouzgheib"", ""Setu Patolia"", ""Justin Rosenheck"", ""Ziad Boujaoude"", ""Thaddeus Bartter""], ""new"": [""Nikhil Meena"", ""Wissam Abouzgheib"", ""Setu Patolia"", ""Justin Rosenheck"", ""Ziad Boujaoude"", ""Thaddeus Bartter""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Journal of Bronchology & Interventional Pulmonology""}}"
"out/hardened/ENB for PPNs One-Year Results of the Prospective, Multicenter NAVIGATE Study.json",changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2018-11-23"", ""new"": 2018}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Erik E. Folch"", ""Michael A. Pritchett"", ""Michael A. Nead"", ""Mark R. Bowling"", ""Septimiu D. Murgu"", ""William S. Krimsky"", ""Boris A. Murillo"", ""Gregory P. LeMense"", ""Douglas J. Minnich"", ""Sandeep Bansal"", ""Blesilda Q. Ellis"", ""Amit K. Mahajan"", ""Thomas R. Gildea"", ""Rabih I. Bechara"", ""Eric Sztejman"", ""Javier Flandes"", ""Otis B. Rickman"", ""Sadia Benzaquen"", ""D. Kyle Hogarth"", ""Philip A. Linden"", ""Momen M. Wahidi"", ""Jennifer S. Mattingley"", ""Kristin L. Hood"", ""Haiying Lin"", ""Jennifer J. Wolvers"", ""Sandeep J. Khandhar"", ""Carlos Anciano"", ""Alejandro Aragaki"", ""Douglas Arenberg"", ""Omar Awais"", ""Ricardo Balestra"", ""Sandeep Bansal"", ""Emanuela Barisione"", ""Rabih Bechara"", ""Sadia Benzaquen"", ""Michela Bezzi"", ""Krishnendu Bhadra"", ""Julio Bird"", ""Alessandro Blanco"", ""Mark Bowling"", ""Robert Cerfolio"", ""Merete Christensen"", ""Joseph Cicenia"", ""Antony Courey"", ""John Doty"", ""Kevin Eggleston"", ""Blesilda Ellis"", ""Iker Fernandez"", ""Javier Flandes"", ""Erik Folch"", ""Alexandre Furman"", ""George David Gass"", ""Thomas Gildea"", ""Anil Gogineni"", ""Musija Fikreta Grabcanovic"", ""John David Hinze"", ""David Kyle Hogarth"", ""Raj Karunakara"", ""Jordan Kazakov"", ""Sandeep Khandhar"", ""Sandhya Khurana"", ""William Krimsky"", ""Ganesh Krishna"", ""Roman Krol"", ""Roland Kropfmüller"", ""Bernd Lamprecht"", ""Kelvin Lau"", ""Andrew Lee"", ""Gregory LeMense"", ""Philip Linden"", ""Peter Lutz"", ""Amit Mahajan"", ""Kamran Mahmood"", ""Fabien Maldonado"", ""Rafael Martinez"", ""Jennifer Mattingley"", ""Douglas Minnich"", ""Septimiu Murgu"", ""Boris Murillo"", ""Katie Nason"", ""Michael Nead"", ""Christopher Parks"", ""Kenneth Perret"", ""Peter Porsch"", ""Michael Pritchett"", ""Otis Rickman"", ""Maydee Rosario"", ""Mario Salio"", ""Saiyad Sarkar"", ""Andrew Seevaratnam"", ""Sonali Sethi"", ""Jaspal Singh"", ""Michael Studnicka"", ""Eric Sztejman"", ""Tamejiro Takubo"", ""Catalina Teba"", ""Christopher Towe"", ""Marco Trigiani"", ""JeanRichel Vergnon"", ""Niels-Erik Viby"", ""Momen Wahidi"", ""Ernest Waller"", ""Benjamin Wei"", ""Dragos Zanchi"", ""Michael Zgoda""], ""new"": [""Erik E. Folch"", ""Michael A. Pritchett"", ""Michael A. Nead"", ""Mark R. Bowling"", ""Septimiu D. Murgu"", ""William S. Krimsky"", ""Boris A. Murillo"", ""Gregory P. LeMense"", ""Douglas J. Minnich"", ""Sandeep Bansal"", ""Blesilda Q. Ellis"", ""Amit K. Mahajan"", ""Thomas R. Gildea"", ""Rabih I. Bechara"", ""Eric Sztejman"", ""Javier Flandes"", ""Otis B. Rickman"", ""Sadia Benzaquen"", ""D. Kyle Hogarth"", ""Philip A. Linden"", ""Momen M. Wahidi"", ""Jennifer S. Mattingley"", ""Kristin L. Hood"", ""Haiying Lin"", ""Jennifer J. Wolvers"", ""Sandeep J. Khandhar"", ""Carlos Anciano"", ""Alejandro Aragaki"", ""Douglas Arenberg"", ""Omar Awais"", ""Ricardo Balestra"", ""Emanuela Barisione"", ""Rabih Bechara"", ""Michela Bezzi"", ""Krishnendu Bhadra"", ""Julio Bird"", ""Alessandro Blanco"", ""Mark Bowling"", ""Robert Cerfolio"", ""Merete Christensen"", ""Joseph Cicenia"", ""Antony Courey"", ""John Doty"", ""Kevin Eggleston"", ""Blesilda Ellis"", ""Iker Fernandez"", ""Erik Folch"", ""Alexandre Furman"", ""George David Gass"", ""Thomas Gildea"", ""Anil Gogineni"", ""Musija Fikreta Grabcanovic"", ""John David Hinze"", ""David Kyle Hogarth"", ""Raj Karunakara"", ""Jordan Kazakov"", ""Sandeep Khandhar"", ""Sandhya Khurana"", ""William Krimsky"", ""Ganesh Krishna"", ""Roman Krol"", ""Roland Kropfmüller"", ""Bernd Lamprecht"", ""Kelvin Lau"", ""Andrew Lee"", ""Gregory LeMense"", ""Philip Linden"", ""Peter Lutz"", ""Amit Mahajan"", ""Kamran Mahmood"", ""Fabien Maldonado"", ""Rafael Martinez"", ""Jennifer Mattingley"", ""Douglas Minnich"", ""Septimiu Murgu"", ""Boris Murillo"", ""Katie Nason"", ""Michael Nead"", ""Christopher Parks"", ""Kenneth Perret"", ""Peter Porsch"", ""Michael Pritchett"", ""Otis Rickman"", ""Maydee Rosario"", ""Mario Salio"", ""Saiyad Sarkar"", ""Andrew Seevaratnam"", ""Sonali Sethi"", ""Jaspal Singh"", ""Michael Studnicka"", ""Tamejiro Takubo"", ""Catalina Teba"", ""Christopher Towe"", ""Marco Trigiani"", ""JeanRichel Vergnon"", ""Niels-Erik Viby"", ""Momen Wahidi"", ""Ernest Waller"", ""Benjamin Wei"", ""Dragos Zanchi"", ""Michael Zgoda""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Journal of Thoracic Oncology""}}"
out/hardened/ENB-directed dye marking for locating pulmonary nodules.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2020-02-10"", ""new"": 2020}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Long-long Wang"", ""Bi-fang He"", ""Jing-hua Cui"", ""Xing-lin Gao"", ""Ping-ping Chen"", ""Wen-zhao Zhong"", ""Ri-qiang Liao"", ""Jing Li"", ""Jia-yuan Sun""], ""new"": [""Long-long Wang"", ""Bi-fang He"", ""Jing-hua Cui"", ""Xing-lin Gao"", ""Ping-ping Chen"", ""Wen-zhao Zhong"", ""Ri-qiang Liao"", ""Jing Li"", ""Jia-yuan Sun""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Postgraduate Medical Journal""}}"
out/hardened/ERSATS statement on IP.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2002-02"", ""new"": 2002}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Medical Faculty"", ""European Respiratory"", ""American Thoracic"", ""Task Force"", ""North American""], ""new"": [""Medical Faculty"", ""European Respiratory"", ""American Thoracic"", ""Task Force"", ""North American""]}}"
out/hardened/Eberhardt-2021-Endobronchial Valve (Zephyr) Tr.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2024-07-17"", ""new"": 2024}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Ralf Eberhardt"", ""Dirk-Jan Slebos"", ""Felix J.F. Herth"", ""Kaid Darwiche"", ""Manfred Wagner"", ""Joachim H. Ficker"", ""Christoph Petermann"", ""Ralf-Harto Hübner"", ""Franz Stanzel"", ""Narinder S. Shargill"", ""Arschang Valipour"", ""for the IMPACT Study Team""], ""new"": [""Ralf Eberhardt"", ""Dirk-Jan Slebos"", ""Felix J.F. Herth"", ""Kaid Darwiche"", ""Manfred Wagner"", ""Joachim H. Ficker"", ""Christoph Petermann"", ""Ralf-Harto Hübner"", ""Franz Stanzel"", ""Narinder S. Shargill"", ""Arschang Valipour"", ""for the IMPACT Study Team""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Respiration""}}"
out/hardened/Effectiveness of Elastography.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2017"", ""new"": 2017}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Haidong Huang"", ""Zhiang Huang"", ""Qin Wang"", ""Xinan Wang"", ""Yuchao Dong"", ""Wei Zhang"", ""Paul Zarogoulidis"", ""Yan-Gao Man"", ""Wolfgang Hohenforst Schmidt"", ""Chong Bai""], ""new"": [""Haidong Huang"", ""Zhiang Huang"", ""Qin Wang"", ""Xinan Wang"", ""Yuchao Dong"", ""Wei Zhang"", ""Paul Zarogoulidis"", ""Yan-Gao Man"", ""Wolfgang Hohenforst Schmidt"", ""Chong Bai""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Journal of Cancer""}}"
