file,issues,error
out/hardened/ratwani-et-al-2025-post-thoracentesis-ultrasound-vs-chest-x-ray-for-the-evaluation-of-effusion-evacuation-and-lung-re.json,,
out/hardened/safety_and_clinical_utility_of_flexible.3.json,,
out/hardened/surigicalLVR A randomized trial comparing lung-volume-reduc.json,,
out/hardened/surigicalLVR Consolidating LVRS After Endoscopic LVR Failur.json,ABSTRACT_MISSING,
out/hardened/surigicalLVR Decker-2014-Lung volume reduction surgery sinc.json,,
out/hardened/surigicalLVR Lung Volume Reduction Surgery on Extracorporea.json,ABSTRACT_MISSING,
out/hardened/surigicalLVR Rationale and design of The NETT Trial.json,"ABSTRACT_MISSING,AUTHORS_GROUP_ONLY",
out/hardened/tana-et-al-2025-airway-scairway-scaffolds-for-emphysema.json,,
out/hardened/the_impact_of_video_assisted_thoracoscopic_versus.4.json,,
out/hardened/transbronchial ablation Miller.json,,
out/hardened/transbronchial__ablation_NAVABLATE.json,ABSTRACT_MISSING,
out/hardened/update_on_airway_stents.json,,
