file,issues,error
out/hardened/Optimal Endobronchial Ultrasound Strain Elastography Assessment.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Ost-2014-Quality-adjusted survival following t.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Ost-2018-Quality Gaps and Comparative Effectiv.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Palliative Care and Interventional Pulmonology.json,"META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Percutaneous Dilational Tracheostomy 2018.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Percutaneous dilational tracheostomy.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Percutaneous endoscopic gastrostomy. Indicatio.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Percutaneous radiologic gastrostomy versus per.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
"out/hardened/Performance, long-term management, and coding for percutaneous dilational tracheostomy.json","META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Physiologic Evaluation of the Patient With Lung Cancer.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Pison-2021-Safety of denervation following tar.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Pleural Cryobiopsy A Systematic Review and Met.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Pleural Interventions in the Management of Hep.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Pleural controversy  Closed needle pleural bio.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Potentially fatal arrhythmia complicating endobronchial epinephrine.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Preoperative endobronchial photodynamic therap.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Proposals for revision of the M discriptor.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Proposals for revisoin of residual tumor after resection.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Prospective study to determine the volume of p.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/RCT  of Three Guided Bronchoscopic Approaches Pulmonary NodulesPRECISION-1 Study.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/RCT of EBUS with and without aspiration.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/ROSE during EBUS  for diagnosing lung cancer a randomized study.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/ROSE during EBUS for nodal staging in patients with lung cancer.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
"out/hardened/Radiation Principles, Protection, and Reporting.json","META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Rahman-2015-Effect of Opioids vs NSAIDs and La.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Rahnemai-Azar-2014-Percutaneous endoscopic gas.json,META_JOURNAL_MISSING,
out/hardened/Randomized Trial of Pleural Fluid Drainage Fre.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Rashid-2017-Percutaneous tracheostomy_ a compr.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Reevaluating the Role of Bronchoscopy Prior to Bronchial Artery Embolization.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Reichle-2000-[Argon plasma coagulation in bron.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING,AUTHORS_EMPTY",
out/hardened/Relapsing polychondriti.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Respiratory infections increase the r.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Results of long-term follow-up of photodynamic.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Richter-Schrag-2011-Risk factors and complicat.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Rigid Bronchoscopy.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Rigid bronchoscopy and silicone st.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/RigidMiniThoracoscopyVersusSemirigid_Thoracoscopy.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Risks of and recommendations for flexible bronchoscopy in pregnancy.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Roberts-2010-Management of a malignant pleural.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Robot assisted bronchoscopy for pulmonary lesion diagnosis.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Robotic bronchoscopy for pulmonary lesions a review of existing technologies and clinical data.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Robotic bronchoscopy pilot and feasibility study (Benefit).json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Role of Montgomery T-tube stent for laryngotra.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Role of Pathologic Single Nodal and Multple Nodal Desscriptions.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Romagnoli-2019-Poor Concordance between Sequen2.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Routine monitoring with pleural manometry duri.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Ruigrok-2020-Digital versus analogue chest dra.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/SSRAB in the Diagnosis of PPLs.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/SSRAB vs DT ENB.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/STS Surgical Management of Oligometastatic NSCLC.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Safety and Efficacy of a Fully Cov.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Safety and effectiveness of microdebrider bron.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Safety and efficacy of a novel transbronchial radiofrequency ablation system for lung tumours .json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Safety and feasibility of interventional pulmo.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Safety of endoscopic gastrostomy tube placemen.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Safety of flexible bronchoscopy in patients with  pulmonary hypertension.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Saftey of rigid in bronch suite.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Sanabria-2014-Which percutaneous tracheostomy.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Sedation in Bronchoscopy.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Selected Topics in Malignant Pleural Disease.json,META_JOURNAL_MISSING,
out/hardened/Senitko-2019-Safety and Tolerability of Vacuum.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Sensitivity and safety of ENB systematic review and meta-analysis.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Shape-Sensing Robotic vs Tomo ENB.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Shape-sensing robotic-assisted bronchoscopy in the diagnosis of pulmonary parenchymal lesions.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Shi-2014-Outcome and safety of the Montgomery.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Shojaee-2019-Indwelling Tunneled Pleural Cathe.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Silvestri-2018-Assessment of Plasma Proteomics.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Slebos-2018-Endobronchial Coils for Endoscopic.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Spread Through Air Spaces.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Standardizing education in interventional pulmonol.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/State of the Art IP.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/State-of-the-Art Modalities for Peripheral Lung Nodule Biopsy.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Steinfort-2021-Bronchoscopic Thermal Vapour Ab.json,META_JOURNAL_MISSING,
out/hardened/Study Design and Rationale ENB and ETN  ALL IN ONE Trial.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Sullivan-2021-Earlier diagnosis of lung cancer (1).json,"META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Survival in COPD patients treated with broncho.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Target trial.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Technical Aspects of EBUS  CHEST Guideline and Expert Panel Report.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Technical aspects and outcomes of tracheobronc.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Tedde-2011-A new technique for T-tube insertio.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/The Art of Rigid Bronchoscopy and Airway Stent.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/The Business of Bronchoscopy.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/The Business of IP.json,"META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/The Clinical and Economic Implications of pleural effusions.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/The Diagnosis and Management of Airway Complic.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/The Evolutional History of ENB State of the Art.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/The Impact of Gravity vs Suction-driven Therap.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/The Only Constant Is Change.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/The Proposed Ninth Edition TNM Classification of Lung Cancer.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/The Role of Clamping Before Removal of a Chest Tube .json,"META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/The Utility of the EBUS Characteristics in Differentiating Between Malignant and Tuberculous .json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/The Value of a High-Volume Bronchoscopic Lung Volume Reduction Program.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/The application of cryosurgery in the treatmen.json,"META_DOI_MISSING,META_JOURNAL_MISSING,AUTHORS_EMPTY",
out/hardened/The business of interventional pulmonology.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/The death of a healthy volunteer in a human research project  implications for.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/The efficiency of a clinical pathway forundiagnosed pleural effusions .json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/The evolving role of medical thoracoscopy on therapeutic management of pleural disease.json,META_JOURNAL_MISSING,
out/hardened/The heat is on impact of endobronchial electro.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/The relationship between chest tube size and c.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/The role of  elastography in the dx of med and hilar lymph.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/The role of bronchoscopy in the diagnosis of airway disease.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/The use of electrocautery as the primary ablat.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/The utility of bronchoscopy in immunocompromised patients.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Therapeutic bronchoscopy for malignan.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Thomas-2017-Effect of an Indwelling Pleural Ca.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Towards an optimization of bronchoscopic approaches to the PPN.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Tracheal stent buckling and in-stent stenosis.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Tracheobronchomalacia and excessive dynamic ai.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Tracheomalacia and tracheobronchomalacia in ch.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Training in interventional pulmonology the European and US perspective.json,"META_YEAR_MISSING,META_JOURNAL_MISSING",
out/hardened/Tranexamic acid vs adrenaline for controlling iatrogenic bleeding during flexible bronchoscopy.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Transbronchial Cryobiopsy for the Diagnosis of.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Transbronchial Lung Cryobiopsy and Video-assis.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Transbronchial cryobiopsy n ILD.json,"META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Treatment of Pulmonary Carcinoid Tumors.json,"META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Ultrasound-Guided Percutaneous Dilational Trac.json,META_JOURNAL_MISSING,
out/hardened/Understanding the economic impact of introducing a new procedure.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Unimodality and Multimodality Cryodebridement.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Unlocking the potential of RAB.json,"META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Update on tracheobronchial anatomy and flexible fiberoptic bronchoscopy in thoracic anesthesia.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Use of fibrinolytics and deoxyribonuclease in.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Utility of EBUS-TBNA in Evaluating Mediastinal and Hilar Lymphadenopathy in Patients With Silica Exposure_A Retrospective Single-center Study.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Utility of Elastography A Systematic Review and Meta-analysis.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/VERITAS.json,"META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/VR bronch.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Validation Study for the N Descriptor.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Valipour-2014-Expert statement_ pneumothorax a.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Valipour-2020-Bronchial Rheoplasty for Treatme.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Valipour-2020-Two-Year Outcomes for the Double.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Value of Antibiotic Prophylaxis for Percutaneo.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Value-Based Proposition for a Dedicated IP suite.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Variable Learning Curve of Basic.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Walker-2021-Ambulatory management of secondary.json,"META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/What is the value of electromagnetic navigation in lung cancer and to what extent does it require improvement .json,META_JOURNAL_MISSING,
out/hardened/Xie-2022-Microwave ablation via a flexible cat.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/Yuan-2016-Percutaneous endoscopic gastrostomy.json,"META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/Zhao-2015-Whole Lung Lavage Treatment of Chine.json,META_JOURNAL_MISSING,
out/hardened/aabip_evidence_informed_guidelines_and_expert.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/advances in medical pleurodesis.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/cancers-15-01068.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/chest tube pandora box.json,"META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/chest tube practical.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/complications_of_bronchoscopy__a_concise_synopsis.json,"META_DOI_MISSING,META_JOURNAL_MISSING,AUTHORS_EMPTY",
out/hardened/cone_beam_ct_with_augmented_fluoroscopy_combined.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/editorial Nth edition.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/endoscopic_treatment_of_bronchial_carcinoids_i.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/fistula Abu-Hijleh-2019-Intrabronchial Valves for Air.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/fistula Airway Covered Metallic Stent Based on Differe.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/fistula Airway ultraflex stenting in esophageal cancer.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/fistula Bronstein-2019-Management of air leaks post-su.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/fistula Debourdeau-2019-Endoscopic treatment of nonmal.json,"META_DOI_MISSING,META_JOURNAL_MISSING,AUTHORS_EMPTY",
out/hardened/fistula Fernandez-2016-Pleural gas analysis for the id.json,META_JOURNAL_MISSING,
out/hardened/fistula Fiorelli-2018-Unidirectional endobronchial val.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/fistula Grewal-2019-Treatment of Tracheobronchial Inju.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/fistula Han-2018-Customized airway stenting for bronch.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/fistula Herth-2010-Combined airway and oesophageal ste.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/fistula Ke-2015-The treatment strategy for tracheoesop.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/fistula Kim-2020-Management of tracheo-oesophageal fis.json,"META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/fistula Lazarus-2017-Persistent air leaks_ a review wi.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/fistula Li-2016-Neoadjuvant therapy and risk of bronch.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/fistula Okuda-2017-Risk factor of bronchopleural fistu.json,"META_DOI_MISSING,META_JOURNAL_MISSING,AUTHORS_EMPTY",
out/hardened/fistula Schweigert-2019-[Interventional treatment of t.json,META_JOURNAL_MISSING,
out/hardened/fistula Silon-2017-Endoscopic Management of Esophagore.json,"META_DOI_MISSING,META_JOURNAL_MISSING,AUTHORS_EMPTY",
out/hardened/fistula Youness-2018-Bronchoscopic advances in the man.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING,AUTHORS_EMPTY",
out/hardened/gonzalez-et-al-2024-assessment-of-advanced-diagnostic-bronchoscopy-outcomes-for-peripheral-lung-lesions-a-delphi (1).json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/green-et-al-2021-overview-of-interventional-pulmonology-for-radiologists.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/incidence_and_outcomes_of_revision_bronchoscopies.11.json,"META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/klug-et-al-2024-proposed-ninth-edition-tnm-staging-system-for-lung-cancer-guide-for-radiologists.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/lessions learned valves.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/management-of-incidental-pulmonary-nodule-fleischner.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/medical thoracoscopy step by step.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/nebulized TXA review.json,"META_DOI_MISSING,META_JOURNAL_MISSING,AUTHORS_EMPTY",
out/hardened/normal_saline_versus_hypertonic_saline_for_airway.json,"META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/percutaneous_endoscopic_gastrostomy__a_practic.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING,AUTHORS_EMPTY",
out/hardened/rapid_pleurodesis_in_patients_with_chronic.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/ratwani-et-al-2025-post-thoracentesis-ultrasound-vs-chest-x-ray-for-the-evaluation-of-effusion-evacuation-and-lung-re.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/safety_and_clinical_utility_of_flexible.3.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/surigicalLVR A randomized trial comparing lung-volume-reduc.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/surigicalLVR Consolidating LVRS After Endoscopic LVR Failur.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/surigicalLVR Decker-2014-Lung volume reduction surgery sinc.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/surigicalLVR Lung Volume Reduction Surgery on Extracorporea.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/surigicalLVR Rationale and design of The NETT Trial.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/tana-et-al-2025-airway-scairway-scaffolds-for-emphysema.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/hardened/the_impact_of_video_assisted_thoracoscopic_versus.4.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/transbronchial ablation Miller.json,"META_DOI_MISSING,META_JOURNAL_MISSING,AUTHORS_EMPTY",
out/hardened/transbronchial__ablation_NAVABLATE.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/hardened/update_on_airway_stents.json,META_JOURNAL_MISSING,
